split,rollout_id,theta_id,sequence,u_ctrl,u_path,rewards
confirmation,33,1,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,34,2,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,35,3,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,36,4,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,37,5,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,38,6,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,39,7,0 3 26,1.12,1.040000 1.120000 0.960000 1.120000,0.000000 0.000000 -1.120000
confirmation,40,8,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,41,9,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,42,10,0 3 26,1.12,1.040000 1.200000 0.960000 1.120000,0.000000 0.000000 -1.120000
confirmation,43,11,0 3 26,0.96,1.040000 1.120000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,44,12,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,45,13,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,46,14,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,47,15,0 3 26,0.96,1.040000 1.120000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,48,16,0 3 26,0.96,1.040000 1.040000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,49,17,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,50,18,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,51,19,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,52,20,0 3 26,0.96,1.040000 1.120000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,53,21,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,54,22,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,55,23,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,56,24,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,57,25,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,58,26,0 3 26,0.96,1.040000 1.120000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,59,27,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,60,28,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,61,29,0 3 26,0.96,1.040000 1.200000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,62,30,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,63,31,0 3 26,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
