split,rollout_id,theta_id,sequence,u_ctrl,u_path,rewards
confirmation,29,29,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,30,30,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,31,31,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,32,0,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,33,1,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,34,2,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,35,3,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,36,4,12 2 42,1.2,1.040000 1.200000 1.200000 1.200000,0.000000 0.000000 -1.200000
confirmation,37,5,12 2 42,1.04,1.040000 0.960000 0.960000 1.040000,0.000000 0.000000 -1.040000
confirmation,38,6,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,39,7,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,40,8,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,41,9,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,42,10,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,43,11,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,44,12,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,45,13,12 2 42,1.12,1.040000 1.120000 1.120000 1.120000,0.000000 0.000000 -1.120000
confirmation,46,14,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,47,15,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,48,16,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,49,17,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,50,18,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,51,19,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,52,20,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,53,21,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,54,22,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,55,23,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,56,24,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,57,25,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,58,26,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,59,27,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,60,28,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,61,29,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,62,30,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
confirmation,63,31,12 2 42,0.96,1.040000 0.960000 0.960000 0.960000,0.000000 0.000000 -0.960000
