xi1,n_histories,J_adaptive,J_common,Delta_adaptive,ci95_low,ci95_high,common_xi2,n_unique_xi2_star,dominant_xi2_star,dominant_fraction,near_tie_rate,mean_gap_best_second,xi2_star_distribution
10,100,0.9684368055555557,0.9678722222222222,-0.0005645833333333261,-0.001938211805555551,0.0008014409722222325,3,27,0,0.39,0.61,0.0007777777777777795,"{""4"": 2, ""44"": 1, ""0"": 39, ""48"": 3, ""5"": 2, ""40"": 1, ""13"": 2, ""1"": 2, ""30"": 7, ""2"": 1, ""7"": 4, ""3"": 10, ""26"": 3, ""8"": 2, ""24"": 3, ""31"": 1, ""22"": 1, ""12"": 3, ""6"": 1, ""19"": 1, ""39"": 4, ""49"": 2, ""36"": 1, ""9"": 1, ""17"": 1, ""45"": 1, ""37"": 1}"
11,100,0.9721604166666665,0.9719520833333332,-0.00020833333333333592,-0.0015583506944444505,0.0011826909722222174,31,27,0,0.25,0.3,0.001786805555555554,"{""12"": 6, ""13"": 3, ""3"": 8, ""0"": 25, ""18"": 6, ""27"": 3, ""9"": 4, ""24"": 1, ""14"": 2, ""36"": 5, ""40"": 3, ""30"": 5, ""37"": 4, ""1"": 4, ""26"": 2, ""28"": 2, ""38"": 1, ""23"": 1, ""49"": 2, ""17"": 2, ""48"": 1, ""21"": 3, ""31"": 1, ""39"": 3, ""22"": 1, ""8"": 1, ""6"": 1}"
12,100,0.9814277777777778,0.9807729166666667,-0.0006548611111111146,-0.0015027951388888953,0.0001868229166666688,45,15,0,0.82,0.86,0.0005111111111111111,"{""0"": 82, ""18"": 4, ""29"": 1, ""22"": 2, ""36"": 1, ""2"": 1, ""53"": 1, ""8"": 1, ""7"": 1, ""41"": 1, ""46"": 1, ""3"": 1, ""27"": 1, ""25"": 1, ""45"": 1}"
13,100,0.9688402777777777,0.9686951388888889,-0.0001451388888888916,-0.001223628472222225,0.000875694444444445,47,34,0,0.12,0.37,0.0010937499999999888,"{""23"": 1, ""3"": 11, ""12"": 5, ""48"": 4, ""0"": 12, ""8"": 3, ""27"": 1, ""53"": 1, ""38"": 2, ""39"": 8, ""2"": 5, ""6"": 2, ""7"": 4, ""28"": 4, ""10"": 1, ""37"": 3, ""19"": 1, ""18"": 2, ""43"": 1, ""44"": 3, ""21"": 5, ""30"": 4, ""46"": 1, ""24"": 2, ""45"": 1, ""1"": 2, ""42"": 1, ""47"": 1, ""9"": 3, ""11"": 1, ""29"": 1, ""36"": 1, ""26"": 2, ""17"": 1}"
14,100,0.9702986111111112,0.9698145833333334,-0.0004840277777777791,-0.0016201388888888904,0.0006417187499999996,21,21,0,0.29,0.52,0.0012499999999999911,"{""0"": 29, ""35"": 2, ""27"": 3, ""4"": 16, ""28"": 1, ""46"": 2, ""3"": 5, ""44"": 1, ""9"": 4, ""37"": 3, ""18"": 3, ""1"": 6, ""30"": 4, ""21"": 6, ""39"": 5, ""19"": 1, ""12"": 5, ""45"": 1, ""48"": 1, ""38"": 1, ""10"": 1}"
15,100,0.9713895833333334,0.9710375,-0.0003520833333333173,-0.0015889062499999799,0.0008833506944444592,45,32,0,0.16,0.31,0.0013194444444444443,"{""39"": 6, ""19"": 2, ""7"": 2, ""38"": 4, ""21"": 6, ""13"": 1, ""0"": 16, ""10"": 3, ""25"": 1, ""48"": 6, ""26"": 3, ""53"": 3, ""12"": 4, ""37"": 3, ""11"": 1, ""3"": 9, ""28"": 2, ""4"": 2, ""27"": 3, ""40"": 2, ""30"": 7, ""20"": 3, ""29"": 2, ""46"": 1, ""17"": 1, ""18"": 1, ""35"": 1, ""1"": 1, ""31"": 1, ""9"": 1, ""36"": 1, ""44"": 1}"
16,100,0.9709208333333332,0.9697805555555555,-0.0011402777777777629,-0.0023097222222222135,-3.3993055555535674e-05,28,25,0,0.17,0.3,0.0011576388888888923,"{""21"": 3, ""36"": 4, ""1"": 7, ""10"": 2, ""0"": 17, ""39"": 5, ""12"": 7, ""9"": 6, ""48"": 6, ""3"": 12, ""27"": 5, ""4"": 4, ""18"": 2, ""37"": 2, ""17"": 1, ""38"": 1, ""35"": 1, ""30"": 6, ""31"": 1, ""20"": 1, ""46"": 1, ""2"": 2, ""47"": 2, ""40"": 1, ""41"": 1}"
17,100,0.9765937499999998,0.9758881944444445,-0.0007055555555555515,-0.0016639062499999861,0.0002166666666666607,24,25,0,0.43,0.64,0.0005951388888888931,"{""20"": 1, ""0"": 43, ""1"": 7, ""30"": 3, ""3"": 8, ""21"": 3, ""7"": 3, ""45"": 2, ""6"": 1, ""19"": 1, ""48"": 3, ""27"": 1, ""39"": 4, ""5"": 1, ""12"": 3, ""28"": 1, ""2"": 5, ""15"": 1, ""36"": 2, ""40"": 2, ""9"": 1, ""47"": 1, ""49"": 1, ""18"": 1, ""13"": 1}"
18,100,0.9669652777777777,0.9658083333333335,-0.0011569444444444366,-0.0025597395833333327,5.4913194444454266e-05,3,22,0,0.61,0.69,0.0005423611111111104,"{""0"": 61, ""8"": 4, ""39"": 1, ""22"": 1, ""21"": 8, ""52"": 1, ""7"": 2, ""53"": 1, ""29"": 3, ""16"": 1, ""37"": 2, ""2"": 2, ""28"": 1, ""48"": 3, ""35"": 1, ""46"": 1, ""49"": 2, ""3"": 1, ""19"": 1, ""50"": 1, ""12"": 1, ""6"": 1}"
19,100,0.9678729166666666,0.9674777777777777,-0.00039513888888889403,-0.0014888888888888864,0.0006979340277777754,12,30,0,0.31,0.53,0.0008847222222222228,"{""5"": 2, ""0"": 31, ""2"": 5, ""48"": 3, ""3"": 11, ""4"": 1, ""30"": 5, ""18"": 3, ""22"": 2, ""12"": 7, ""26"": 2, ""13"": 3, ""9"": 2, ""40"": 2, ""45"": 1, ""38"": 2, ""23"": 1, ""7"": 2, ""39"": 2, ""6"": 1, ""20"": 1, ""41"": 1, ""17"": 1, ""27"": 2, ""49"": 1, ""1"": 2, ""21"": 1, ""8"": 1, ""24"": 1, ""42"": 1}"
20,100,0.9735770833333334,0.9728277777777776,-0.000749305555555555,-0.00208336805555555,0.0005791666666666666,40,31,0,0.25,0.34,0.0012208333333333288,"{""37"": 2, ""21"": 7, ""9"": 3, ""0"": 25, ""35"": 2, ""3"": 5, ""12"": 7, ""48"": 5, ""33"": 1, ""6"": 1, ""27"": 2, ""31"": 1, ""45"": 2, ""13"": 3, ""7"": 1, ""10"": 2, ""44"": 2, ""36"": 3, ""39"": 5, ""19"": 2, ""40"": 1, ""8"": 5, ""25"": 1, ""53"": 1, ""18"": 3, ""30"": 2, ""52"": 1, ""28"": 1, ""46"": 2, ""42"": 1, ""26"": 1}"
21,100,0.9797791666666665,0.9791208333333331,-0.0006583333333333375,-0.0015743229166666661,3.680555555554696e-05,36,16,0,0.81,0.88,0.00031944444444444777,"{""0"": 81, ""9"": 2, ""36"": 1, ""3"": 3, ""11"": 1, ""19"": 1, ""33"": 1, ""46"": 1, ""17"": 1, ""28"": 1, ""45"": 2, ""49"": 1, ""18"": 1, ""7"": 1, ""47"": 1, ""13"": 1}"
22,100,0.9692680555555555,0.96880625,-0.00046180555555554224,-0.0015944618055555473,0.0006520833333333369,35,30,0,0.19,0.44,0.0007708333333333395,"{""3"": 8, ""0"": 19, ""10"": 1, ""1"": 2, ""35"": 1, ""38"": 1, ""17"": 3, ""21"": 1, ""39"": 11, ""30"": 6, ""6"": 4, ""20"": 2, ""9"": 1, ""29"": 2, ""19"": 1, ""48"": 6, ""7"": 3, ""53"": 3, ""12"": 10, ""2"": 5, ""5"": 1, ""36"": 1, ""52"": 1, ""47"": 1, ""28"": 1, ""37"": 1, ""46"": 1, ""18"": 1, ""50"": 1, ""8"": 1}"
23,100,0.9748958333333332,0.9733694444444443,-0.0015263888888888987,-0.002836163194444442,-0.0003041666666666683,9,22,0,0.23,0.43,0.0015534722222222198,"{""2"": 5, ""3"": 11, ""49"": 1, ""4"": 9, ""0"": 23, ""30"": 7, ""44"": 2, ""1"": 2, ""19"": 2, ""31"": 1, ""10"": 3, ""12"": 8, ""21"": 10, ""48"": 5, ""39"": 3, ""35"": 1, ""18"": 2, ""26"": 1, ""45"": 1, ""9"": 1, ""17"": 1, ""28"": 1}"
24,100,0.9710277777777777,0.970515972222222,-0.000511805555555559,-0.0018062847222222237,0.0007257465277777805,30,29,0,0.12,0.31,0.0009159722222222222,"{""21"": 5, ""35"": 1, ""26"": 4, ""9"": 4, ""1"": 5, ""41"": 1, ""48"": 9, ""18"": 3, ""0"": 12, ""30"": 4, ""10"": 2, ""28"": 2, ""47"": 4, ""39"": 2, ""3"": 6, ""27"": 6, ""12"": 6, ""8"": 3, ""19"": 3, ""49"": 1, ""37"": 2, ""7"": 4, ""38"": 2, ""4"": 2, ""36"": 3, ""22"": 1, ""45"": 1, ""17"": 1, ""5"": 1}"
25,100,0.9715527777777778,0.9707708333333334,-0.0007819444444444412,-0.0025160069444444435,0.0009035243055555671,21,29,0,0.15,0.26,0.001272222222222209,"{""3"": 7, ""0"": 15, ""47"": 2, ""6"": 3, ""39"": 5, ""30"": 6, ""4"": 5, ""18"": 10, ""36"": 2, ""12"": 6, ""8"": 1, ""1"": 3, ""48"": 11, ""27"": 2, ""2"": 2, ""45"": 1, ""11"": 2, ""49"": 1, ""53"": 1, ""21"": 3, ""26"": 2, ""46"": 1, ""9"": 2, ""33"": 2, ""35"": 1, ""31"": 1, ""40"": 1, ""28"": 1, ""38"": 1}"
26,100,0.9752194444444445,0.9750298611111111,-0.00018958333333332744,-0.000937517361111112,0.000555572916666682,37,26,0,0.44,0.58,0.0007180555555555468,"{""36"": 4, ""0"": 44, ""48"": 4, ""3"": 2, ""12"": 3, ""2"": 2, ""30"": 5, ""1"": 5, ""7"": 1, ""21"": 7, ""50"": 1, ""40"": 1, ""13"": 1, ""9"": 2, ""45"": 1, ""18"": 1, ""39"": 3, ""5"": 2, ""49"": 1, ""27"": 2, ""6"": 1, ""32"": 1, ""47"": 1, ""41"": 2, ""24"": 2, ""23"": 1}"
27,100,0.9667138888888889,0.9663666666666666,-0.0003472222222222121,-0.001218072916666658,0.0004118055555555581,44,20,0,0.68,0.71,0.0006437500000000063,"{""0"": 68, ""35"": 1, ""47"": 3, ""39"": 3, ""37"": 2, ""28"": 3, ""20"": 1, ""48"": 3, ""26"": 1, ""3"": 4, ""25"": 1, ""19"": 1, ""8"": 2, ""40"": 1, ""17"": 1, ""12"": 1, ""42"": 1, ""10"": 1, ""31"": 1, ""50"": 1}"
28,100,0.9691319444444443,0.9682437499999998,-0.0008881944444444423,-0.00205487847222221,0.00021736111111109963,40,27,0,0.34,0.56,0.001009722222222227,"{""2"": 4, ""0"": 34, ""33"": 1, ""12"": 5, ""36"": 5, ""45"": 2, ""3"": 8, ""24"": 2, ""1"": 5, ""6"": 2, ""47"": 1, ""21"": 2, ""22"": 1, ""48"": 5, ""4"": 3, ""11"": 1, ""8"": 1, ""30"": 6, ""42"": 1, ""14"": 1, ""7"": 3, ""13"": 2, ""53"": 1, ""27"": 1, ""49"": 1, ""18"": 1, ""39"": 1}"
29,100,0.9738930555555555,0.9730520833333333,-0.0008409722222222404,-0.0022611284722222503,0.00048194444444441686,28,28,0,0.26,0.28,0.0018784722222222117,"{""9"": 4, ""17"": 2, ""36"": 2, ""0"": 26, ""53"": 2, ""3"": 7, ""13"": 3, ""39"": 7, ""30"": 4, ""12"": 5, ""19"": 2, ""18"": 8, ""21"": 1, ""48"": 4, ""7"": 1, ""37"": 2, ""35"": 2, ""27"": 2, ""25"": 1, ""22"": 3, ""16"": 3, ""45"": 1, ""4"": 1, ""46"": 1, ""8"": 3, ""28"": 1, ""14"": 1, ""1"": 1}"
30,100,0.9759097222222222,0.9755826388888887,-0.0003270833333333323,-0.001177777777777777,0.00041392361111111973,43,15,0,0.81,0.89,0.00029374999999999486,"{""0"": 81, ""7"": 1, ""36"": 2, ""45"": 2, ""52"": 1, ""20"": 1, ""2"": 1, ""1"": 1, ""17"": 1, ""48"": 1, ""18"": 2, ""11"": 1, ""9"": 3, ""3"": 1, ""37"": 1}"
31,100,0.9702437500000001,0.9685902777777777,-0.001653472222222232,-0.0030173611111111087,-0.00044579861111112136,30,27,0,0.16,0.38,0.0009312500000000001,"{""39"": 4, ""2"": 9, ""53"": 5, ""30"": 6, ""0"": 16, ""3"": 8, ""9"": 4, ""15"": 2, ""48"": 8, ""35"": 1, ""12"": 5, ""8"": 5, ""1"": 5, ""42"": 2, ""27"": 2, ""21"": 2, ""47"": 2, ""20"": 2, ""45"": 2, ""19"": 2, ""14"": 2, ""6"": 1, ""7"": 1, ""46"": 1, ""44"": 1, ""28"": 1, ""37"": 1}"
32,100,0.9702902777777779,0.9695826388888891,-0.0007076388888888841,-0.0021395833333333358,0.0006924305555555398,48,22,0,0.21,0.35,0.0012319444444444483,"{""21"": 7, ""49"": 1, ""0"": 21, ""3"": 13, ""4"": 5, ""37"": 2, ""27"": 5, ""12"": 7, ""2"": 3, ""9"": 1, ""18"": 3, ""13"": 1, ""30"": 13, ""40"": 2, ""48"": 4, ""31"": 1, ""36"": 3, ""45"": 1, ""1"": 2, ""8"": 1, ""39"": 3, ""46"": 1}"
33,100,0.97219375,0.9705243055555555,-0.0016694444444444623,-0.0031104340277777927,-0.00021178819444447197,9,32,3,0.08,0.31,0.0012520833333333303,"{""3"": 8, ""47"": 2, ""22"": 3, ""19"": 3, ""1"": 7, ""27"": 4, ""45"": 3, ""9"": 3, ""14"": 1, ""13"": 1, ""39"": 7, ""12"": 6, ""26"": 2, ""46"": 1, ""29"": 2, ""44"": 1, ""30"": 4, ""28"": 4, ""37"": 2, ""2"": 4, ""25"": 2, ""35"": 2, ""48"": 4, ""10"": 2, ""0"": 4, ""20"": 1, ""11"": 1, ""16"": 1, ""31"": 1, ""17"": 4, ""8"": 3, ""21"": 7}"
34,100,0.9692347222222222,0.9691631944444444,-7.152777777778229e-05,-0.0012673784722222166,0.0011681076388888908,39,30,0,0.15,0.29,0.0012173611111111172,"{""48"": 5, ""0"": 15, ""12"": 7, ""44"": 3, ""3"": 8, ""21"": 5, ""13"": 1, ""28"": 4, ""30"": 4, ""1"": 2, ""38"": 2, ""20"": 1, ""39"": 12, ""27"": 7, ""26"": 2, ""22"": 1, ""45"": 2, ""46"": 1, ""18"": 3, ""9"": 3, ""53"": 2, ""35"": 1, ""8"": 2, ""10"": 1, ""7"": 1, ""29"": 1, ""31"": 1, ""47"": 1, ""37"": 1, ""4"": 1}"
35,100,0.9768041666666666,0.975586111111111,-0.0012180555555555662,-0.00196736111111112,-0.0004951388888889028,37,27,0,0.45,0.58,0.0006326388888888923,"{""19"": 1, ""0"": 45, ""10"": 2, ""3"": 6, ""21"": 5, ""30"": 2, ""12"": 6, ""46"": 1, ""38"": 1, ""40"": 2, ""33"": 1, ""18"": 2, ""23"": 2, ""24"": 1, ""1"": 3, ""48"": 6, ""11"": 1, ""9"": 2, ""22"": 1, ""16"": 1, ""2"": 3, ""39"": 1, ""45"": 1, ""37"": 1, ""13"": 1, ""6"": 1, ""49"": 1}"
36,100,0.9680958333333333,0.966954861111111,-0.001140972222222225,-0.002229861111111107,-0.00024437500000000045,19,20,0,0.65,0.72,0.0007506944444444463,"{""0"": 65, ""30"": 3, ""48"": 2, ""9"": 2, ""26"": 1, ""1"": 2, ""22"": 2, ""19"": 2, ""3"": 5, ""33"": 2, ""40"": 2, ""17"": 2, ""12"": 2, ""15"": 1, ""21"": 2, ""44"": 1, ""31"": 1, ""8"": 1, ""4"": 1, ""52"": 1}"
37,100,0.9699340277777777,0.9677743055555555,-0.002159722222222218,-0.003668767361111106,-0.0008242708333333304,33,29,0,0.36,0.55,0.0009409722222222216,"{""3"": 5, ""0"": 36, ""12"": 2, ""7"": 6, ""13"": 3, ""4"": 3, ""9"": 1, ""23"": 3, ""1"": 1, ""14"": 3, ""18"": 1, ""31"": 1, ""36"": 3, ""17"": 1, ""2"": 5, ""21"": 1, ""15"": 2, ""5"": 2, ""40"": 2, ""48"": 4, ""30"": 3, ""45"": 2, ""39"": 2, ""51"": 1, ""49"": 3, ""19"": 1, ""34"": 1, ""22"": 1, ""33"": 1}"
38,100,0.9746854166666665,0.973104861111111,-0.001580555555555555,-0.002872222222222219,-0.0003548437499999829,6,33,0,0.24,0.33,0.0013215277777777778,"{""13"": 1, ""12"": 8, ""9"": 5, ""0"": 24, ""5"": 1, ""53"": 1, ""4"": 3, ""18"": 2, ""19"": 6, ""8"": 3, ""14"": 1, ""31"": 2, ""30"": 4, ""39"": 3, ""17"": 4, ""27"": 2, ""49"": 1, ""22"": 2, ""50"": 1, ""26"": 4, ""24"": 1, ""21"": 2, ""43"": 1, ""48"": 5, ""10"": 1, ""33"": 1, ""3"": 4, ""1"": 1, ""28"": 1, ""52"": 1, ""46"": 1, ""37"": 1, ""6"": 2}"
39,100,0.9729555555555554,0.9723145833333333,-0.0006409722222222192,-0.0012999999999999967,-7.361111111110699e-05,30,10,0,0.83,0.89,0.00039652777777777316,"{""0"": 83, ""9"": 3, ""36"": 3, ""1"": 5, ""47"": 1, ""48"": 1, ""2"": 1, ""18"": 1, ""11"": 1, ""20"": 1}"
40,100,0.9682798611111112,0.9687166666666667,0.00043680555555557167,-0.0005764062499999801,0.001428506944444464,10,31,0,0.19,0.37,0.0010486111111111063,"{""48"": 11, ""39"": 4, ""12"": 7, ""0"": 19, ""3"": 8, ""44"": 1, ""14"": 1, ""1"": 2, ""46"": 3, ""21"": 6, ""53"": 3, ""6"": 2, ""35"": 1, ""47"": 1, ""37"": 1, ""45"": 3, ""52"": 1, ""38"": 1, ""18"": 3, ""10"": 1, ""7"": 3, ""28"": 1, ""26"": 2, ""27"": 1, ""30"": 2, ""2"": 3, ""42"": 1, ""33"": 1, ""9"": 1, ""8"": 2, ""36"": 4}"
41,100,0.974132638888889,0.9731861111111112,-0.0009465277777777981,-0.00234307291666669,0.0004562847222221858,21,22,0,0.34,0.44,0.0016465277777777709,"{""0"": 34, ""11"": 2, ""26"": 2, ""2"": 1, ""29"": 2, ""4"": 2, ""48"": 4, ""3"": 5, ""19"": 3, ""39"": 8, ""45"": 1, ""9"": 5, ""17"": 2, ""36"": 5, ""30"": 6, ""1"": 5, ""12"": 2, ""21"": 7, ""47"": 1, ""28"": 1, ""38"": 1, ""46"": 1}"
42,100,0.9713590277777777,0.9706472222222223,-0.0007118055555555636,-0.0018034722222222245,0.0003868229166666589,49,33,12,0.12,0.21,0.0012680555555555561,"{""48"": 6, ""30"": 6, ""22"": 1, ""12"": 12, ""21"": 6, ""1"": 4, ""39"": 6, ""2"": 4, ""53"": 1, ""29"": 1, ""27"": 5, ""4"": 2, ""0"": 6, ""38"": 2, ""35"": 3, ""46"": 4, ""8"": 1, ""10"": 1, ""47"": 4, ""52"": 1, ""41"": 1, ""25"": 1, ""3"": 4, ""17"": 3, ""49"": 1, ""19"": 1, ""44"": 3, ""9"": 3, ""45"": 2, ""18"": 1, ""11"": 1, ""36"": 2, ""40"": 1}"
43,100,0.9664402777777777,0.9667534722222223,0.00031319444444445453,-0.00044237847222221435,0.0010882118055555708,20,31,0,0.38,0.52,0.0008826388888888881,"{""39"": 4, ""47"": 2, ""0"": 38, ""21"": 3, ""48"": 5, ""2"": 2, ""3"": 6, ""1"": 4, ""12"": 5, ""18"": 2, ""22"": 1, ""6"": 3, ""10"": 1, ""9"": 1, ""26"": 1, ""35"": 1, ""46"": 2, ""28"": 1, ""17"": 1, ""13"": 1, ""20"": 2, ""33"": 2, ""38"": 3, ""19"": 1, ""30"": 2, ""42"": 1, ""15"": 1, ""50"": 1, ""31"": 1, ""11"": 1, ""8"": 1}"
44,100,0.9756659722222222,0.9749868055555555,-0.0006791666666666641,-0.001645850694444445,0.0002166840277777812,18,21,0,0.49,0.62,0.0005055555555555513,"{""24"": 1, ""0"": 49, ""21"": 4, ""25"": 1, ""12"": 4, ""1"": 8, ""3"": 7, ""48"": 3, ""9"": 6, ""11"": 1, ""40"": 1, ""5"": 1, ""37"": 1, ""27"": 2, ""2"": 3, ""50"": 1, ""15"": 1, ""7"": 1, ""30"": 2, ""18"": 2, ""39"": 1}"
45,100,0.9690555555555556,0.968345138888889,-0.0007104166666666701,-0.0023131944444444463,0.0007041666666666537,3,26,0,0.5,0.62,0.0009923611111111196,"{""0"": 50, ""3"": 7, ""4"": 2, ""48"": 5, ""12"": 2, ""37"": 4, ""29"": 4, ""8"": 2, ""40"": 1, ""17"": 2, ""39"": 1, ""1"": 1, ""23"": 1, ""38"": 1, ""11"": 2, ""30"": 2, ""28"": 1, ""21"": 1, ""2"": 3, ""15"": 1, ""20"": 1, ""41"": 2, ""36"": 1, ""26"": 1, ""47"": 1, ""46"": 1}"
46,100,0.9687902777777776,0.9682840277777777,-0.0005062499999999937,-0.00165487847222223,0.0005180555555555656,18,25,0,0.41,0.63,0.0011604166666666783,"{""3"": 8, ""0"": 41, ""48"": 6, ""12"": 3, ""4"": 3, ""8"": 1, ""38"": 1, ""13"": 1, ""7"": 3, ""31"": 1, ""40"": 1, ""27"": 3, ""2"": 6, ""5"": 1, ""18"": 3, ""21"": 4, ""42"": 2, ""20"": 2, ""22"": 2, ""30"": 2, ""1"": 2, ""45"": 1, ""39"": 1, ""44"": 1, ""17"": 1}"
