xi1,y1_bin,y1_bin_id,y1_low,y1_high,n_histories,dominant_xi2_star,dominant_fraction,n_unique_xi2_star,xi2_star_distribution
49,medium_low,1,1.687281754409393,1.8405033190785587,20,12,0.15,12,"{""29"": 1, ""39"": 2, ""44"": 1, ""47"": 1, ""10"": 1, ""11"": 2, ""20"": 1, ""9"": 2, ""12"": 3, ""30"": 3, ""50"": 1, ""48"": 2}"
49,medium,2,1.8405033190785587,2.124928842100042,20,35,0.15,13,"{""12"": 2, ""17"": 1, ""39"": 2, ""3"": 1, ""11"": 1, ""0"": 2, ""26"": 1, ""35"": 3, ""28"": 2, ""16"": 1, ""8"": 1, ""53"": 2, ""19"": 1}"
49,medium_high,3,2.124928842100042,2.402737999050794,20,47,0.1,17,"{""36"": 1, ""47"": 2, ""27"": 1, ""12"": 2, ""30"": 1, ""9"": 1, ""45"": 1, ""33"": 1, ""37"": 1, ""11"": 1, ""20"": 1, ""6"": 1, ""50"": 1, ""18"": 1, ""29"": 1, ""42"": 1, ""48"": 2}"
49,high,4,2.402737999050794,3.633992572624599,20,0,0.65,7,"{""18"": 2, ""0"": 13, ""12"": 1, ""2"": 1, ""9"": 1, ""41"": 1, ""36"": 1}"
50,low,0,0.4961910060360898,0.7159292367794592,20,3,0.15,14,"{""33"": 1, ""3"": 3, ""12"": 3, ""37"": 1, ""8"": 2, ""26"": 1, ""53"": 1, ""48"": 2, ""0"": 1, ""35"": 1, ""39"": 1, ""21"": 1, ""30"": 1, ""4"": 1}"
50,medium_low,1,0.7159292367794592,0.8915362657868389,20,30,0.2,16,"{""27"": 1, ""47"": 1, ""53"": 2, ""17"": 1, ""21"": 1, ""19"": 1, ""30"": 4, ""4"": 1, ""48"": 1, ""12"": 1, ""26"": 1, ""49"": 1, ""0"": 1, ""35"": 1, ""28"": 1, ""45"": 1}"
50,medium,2,0.8915362657868389,1.1643455441161108,20,18,0.2,14,"{""0"": 1, ""52"": 1, ""3"": 1, ""48"": 1, ""21"": 2, ""30"": 1, ""53"": 1, ""22"": 2, ""18"": 4, ""38"": 1, ""15"": 1, ""23"": 1, ""12"": 2, ""9"": 1}"
50,medium_high,3,1.1643455441161108,1.5679230774484227,20,0,0.5,6,"{""4"": 5, ""0"": 10, ""35"": 1, ""1"": 2, ""39"": 1, ""3"": 1}"
50,high,4,1.5679230774484227,2.0642259446448796,20,0,1.0,1,"{""0"": 20}"
51,low,0,0.5404223336335576,0.6815465460540934,20,3,0.2,13,"{""30"": 3, ""2"": 1, ""45"": 1, ""13"": 1, ""3"": 4, ""35"": 1, ""5"": 1, ""9"": 1, ""21"": 1, ""28"": 2, ""48"": 2, ""39"": 1, ""50"": 1}"
51,medium_low,1,0.6815465460540934,0.7865371288456596,20,30,0.2,12,"{""30"": 4, ""21"": 2, ""49"": 1, ""3"": 4, ""48"": 1, ""27"": 1, ""10"": 1, ""39"": 1, ""0"": 2, ""12"": 1, ""18"": 1, ""40"": 1}"
51,medium,2,0.7865371288456596,0.9079017316867051,20,30,0.2,9,"{""30"": 4, ""8"": 4, ""21"": 2, ""3"": 2, ""53"": 2, ""0"": 1, ""39"": 1, ""48"": 3, ""26"": 1}"
51,medium_high,3,0.9079017316867051,1.0946026860567826,20,44,0.1,16,"{""46"": 1, ""44"": 2, ""30"": 2, ""45"": 1, ""17"": 2, ""36"": 1, ""27"": 1, ""39"": 2, ""22"": 1, ""9"": 1, ""48"": 1, ""8"": 1, ""12"": 1, ""35"": 1, ""18"": 1, ""3"": 1}"
51,high,4,1.0946026860567826,1.2526947807918172,20,27,0.2,13,"{""1"": 2, ""18"": 2, ""12"": 1, ""21"": 1, ""27"": 4, ""26"": 1, ""46"": 1, ""8"": 2, ""47"": 1, ""19"": 1, ""29"": 1, ""9"": 2, ""52"": 1}"
52,low,0,0.45613796854919847,0.7071850765316079,20,48,0.3,11,"{""12"": 2, ""47"": 1, ""28"": 1, ""48"": 6, ""30"": 2, ""39"": 2, ""3"": 2, ""20"": 1, ""9"": 1, ""35"": 1, ""45"": 1}"
52,medium_low,1,0.7071850765316079,0.9291340970258977,20,27,0.15,14,"{""28"": 1, ""30"": 1, ""48"": 1, ""27"": 3, ""29"": 2, ""33"": 1, ""18"": 1, ""3"": 1, ""9"": 2, ""17"": 1, ""2"": 1, ""42"": 2, ""12"": 2, ""47"": 1}"
52,medium,2,0.9291340970258977,1.385584807245303,20,18,0.15,14,"{""17"": 2, ""12"": 2, ""39"": 2, ""3"": 1, ""0"": 1, ""27"": 1, ""18"": 3, ""9"": 2, ""30"": 1, ""21"": 1, ""48"": 1, ""10"": 1, ""44"": 1, ""28"": 1}"
52,medium_high,3,1.385584807245303,1.8894094991732735,20,0,0.95,2,"{""0"": 19, ""3"": 1}"
52,high,4,1.8894094991732735,2.149638207503711,20,0,1.0,1,"{""0"": 20}"
53,low,0,1.1065040019636967,1.6156418308588378,20,0,0.95,2,"{""0"": 19, ""1"": 1}"
53,medium_low,1,1.6156418308588378,1.8061685280715836,20,3,0.25,9,"{""21"": 1, ""3"": 5, ""0"": 3, ""1"": 5, ""39"": 1, ""31"": 1, ""12"": 2, ""2"": 1, ""30"": 1}"
53,medium,2,1.8061685280715836,2.061082110633574,20,12,0.15,12,"{""12"": 3, ""18"": 1, ""0"": 2, ""48"": 3, ""30"": 3, ""50"": 1, ""4"": 1, ""46"": 1, ""10"": 1, ""1"": 1, ""3"": 2, ""21"": 1}"
53,medium_high,3,2.061082110633574,2.5082005441765687,20,0,0.2,11,"{""39"": 3, ""18"": 1, ""0"": 4, ""1"": 3, ""6"": 1, ""36"": 2, ""21"": 2, ""24"": 1, ""14"": 1, ""48"": 1, ""37"": 1}"
53,high,4,2.5082005441765687,3.2672276728311798,20,0,0.95,2,"{""0"": 19, ""24"": 1}"
