xi1,y1_bin,y1_bin_id,y1_low,y1_high,n_histories,dominant_xi2_star,dominant_fraction,n_unique_xi2_star,xi2_star_distribution
4,medium_low,1,1.725039175517891,1.918116077914964,20,3,0.2,13,"{""3"": 4, ""47"": 1, ""12"": 3, ""30"": 1, ""44"": 1, ""35"": 1, ""9"": 1, ""26"": 1, ""39"": 3, ""48"": 1, ""53"": 1, ""0"": 1, ""29"": 1}"
4,medium,2,1.918116077914964,2.1356047302580854,20,27,0.1,17,"{""39"": 1, ""8"": 1, ""27"": 2, ""9"": 1, ""3"": 1, ""46"": 1, ""28"": 2, ""19"": 1, ""36"": 1, ""48"": 1, ""17"": 1, ""42"": 1, ""26"": 2, ""5"": 1, ""45"": 1, ""30"": 1, ""35"": 1}"
4,medium_high,3,2.1356047302580854,2.389104413990512,20,11,0.15,15,"{""11"": 3, ""28"": 2, ""6"": 1, ""15"": 1, ""20"": 1, ""46"": 2, ""30"": 2, ""48"": 1, ""14"": 1, ""44"": 1, ""39"": 1, ""47"": 1, ""10"": 1, ""1"": 1, ""18"": 1}"
4,high,4,2.389104413990512,3.6358059141314727,20,0,0.55,9,"{""6"": 2, ""0"": 11, ""1"": 1, ""36"": 1, ""39"": 1, ""3"": 1, ""32"": 1, ""48"": 1, ""12"": 1}"
5,low,0,0.28480025880989907,0.5435881189892291,20,0,0.85,3,"{""0"": 17, ""1"": 2, ""2"": 1}"
5,medium_low,1,0.5435881189892291,0.6098077134513131,20,0,0.3,5,"{""1"": 3, ""0"": 6, ""4"": 6, ""2"": 3, ""3"": 2}"
5,medium,2,0.6098077134513131,0.7156212166534778,20,4,0.2,12,"{""21"": 3, ""10"": 2, ""30"": 3, ""47"": 1, ""4"": 4, ""28"": 1, ""18"": 1, ""19"": 1, ""39"": 1, ""8"": 1, ""40"": 1, ""12"": 1}"
5,medium_high,3,0.7156212166534778,0.8189005600867487,20,30,0.15,15,"{""3"": 1, ""12"": 2, ""35"": 1, ""28"": 1, ""17"": 1, ""10"": 1, ""11"": 1, ""46"": 1, ""0"": 2, ""21"": 2, ""30"": 3, ""1"": 1, ""6"": 1, ""53"": 1, ""48"": 1}"
5,high,4,0.8189005600867487,1.5843565963522157,20,0,0.2,14,"{""30"": 1, ""0"": 4, ""48"": 1, ""45"": 1, ""44"": 1, ""27"": 2, ""16"": 1, ""21"": 3, ""26"": 1, ""2"": 1, ""46"": 1, ""13"": 1, ""10"": 1, ""3"": 1}"
6,low,0,0.7226547419262087,1.0187050704945297,20,0,0.15,11,"{""0"": 3, ""39"": 3, ""48"": 1, ""7"": 1, ""21"": 3, ""3"": 1, ""12"": 3, ""36"": 1, ""17"": 1, ""30"": 2, ""38"": 1}"
6,medium_low,1,1.0187050704945297,1.2021905019686945,20,30,0.2,10,"{""48"": 3, ""12"": 3, ""18"": 2, ""27"": 1, ""30"": 4, ""3"": 3, ""37"": 1, ""21"": 1, ""9"": 1, ""22"": 1}"
6,medium,2,1.2021905019686945,1.554181491847862,20,0,0.35,7,"{""12"": 1, ""1"": 6, ""5"": 1, ""30"": 3, ""21"": 1, ""0"": 7, ""3"": 1}"
6,medium_high,3,1.554181491847862,1.9527649241678304,20,0,0.1,18,"{""37"": 1, ""0"": 2, ""48"": 1, ""18"": 1, ""19"": 2, ""1"": 1, ""17"": 1, ""10"": 1, ""11"": 1, ""12"": 1, ""16"": 1, ""36"": 1, ""39"": 1, ""29"": 1, ""28"": 1, ""44"": 1, ""8"": 1, ""49"": 1}"
6,high,4,1.9527649241678304,2.3123351073105285,20,28,0.1,13,"{""5"": 1, ""11"": 1, ""18"": 1, ""28"": 2, ""1"": 2, ""46"": 2, ""0"": 2, ""12"": 2, ""35"": 1, ""29"": 2, ""20"": 2, ""45"": 1, ""47"": 1}"
7,low,0,0.3497638709964301,0.5359684292676758,20,0,0.5,4,"{""0"": 10, ""4"": 4, ""1"": 5, ""18"": 1}"
7,medium_low,1,0.5359684292676758,0.6043251388904988,20,48,0.2,10,"{""48"": 4, ""12"": 4, ""39"": 2, ""27"": 1, ""3"": 2, ""30"": 2, ""17"": 1, ""47"": 2, ""18"": 1, ""53"": 1}"
7,medium,2,0.6043251388904988,0.7000026849196516,20,0,0.15,13,"{""12"": 2, ""0"": 3, ""20"": 2, ""8"": 1, ""36"": 1, ""30"": 2, ""10"": 1, ""9"": 1, ""3"": 3, ""27"": 1, ""21"": 1, ""48"": 1, ""6"": 1}"
7,medium_high,3,0.7000026849196516,0.8133617498936345,20,3,0.2,12,"{""3"": 4, ""12"": 4, ""48"": 2, ""45"": 2, ""27"": 1, ""17"": 1, ""30"": 1, ""11"": 1, ""18"": 1, ""36"": 1, ""39"": 1, ""37"": 1}"
7,high,4,0.8133617498936345,1.242401852531744,20,0,0.25,15,"{""39"": 1, ""0"": 5, ""1"": 1, ""42"": 1, ""30"": 2, ""36"": 1, ""3"": 1, ""26"": 1, ""27"": 1, ""45"": 1, ""29"": 1, ""8"": 1, ""44"": 1, ""53"": 1, ""6"": 1}"
8,low,0,1.436165520604149,1.661546828460662,20,0,0.85,2,"{""0"": 17, ""1"": 3}"
8,medium_low,1,1.661546828460662,1.881147351547473,20,2,0.3,13,"{""21"": 2, ""52"": 1, ""0"": 2, ""3"": 1, ""2"": 6, ""27"": 1, ""14"": 1, ""30"": 1, ""18"": 1, ""31"": 1, ""48"": 1, ""16"": 1, ""25"": 1}"
8,medium,2,1.881147351547473,2.1234458881653744,20,12,0.15,13,"{""31"": 1, ""48"": 1, ""1"": 1, ""12"": 3, ""39"": 2, ""37"": 1, ""10"": 3, ""0"": 1, ""27"": 1, ""3"": 3, ""5"": 1, ""52"": 1, ""30"": 1}"
8,medium_high,3,2.1234458881653744,2.5432554808658057,20,0,0.45,10,"{""0"": 9, ""6"": 1, ""29"": 3, ""36"": 1, ""38"": 1, ""12"": 1, ""11"": 1, ""21"": 1, ""39"": 1, ""27"": 1}"
8,high,4,2.5432554808658057,3.291161606885948,20,0,0.9,3,"{""0"": 18, ""1"": 1, ""9"": 1}"
9,low,0,3.064946113133826,3.4530233289906644,20,0,1.0,1,"{""0"": 20}"
9,medium_low,1,3.4530233289906644,3.8572412184378506,20,1,0.15,16,"{""37"": 2, ""19"": 1, ""3"": 1, ""0"": 2, ""29"": 1, ""26"": 1, ""1"": 3, ""7"": 1, ""39"": 1, ""33"": 1, ""46"": 1, ""20"": 1, ""2"": 1, ""48"": 1, ""21"": 1, ""17"": 1}"
9,medium,2,3.8572412184378506,4.629594565075674,20,21,0.15,14,"{""3"": 2, ""17"": 1, ""10"": 1, ""0"": 2, ""46"": 2, ""21"": 3, ""8"": 2, ""38"": 1, ""12"": 1, ""36"": 1, ""44"": 1, ""37"": 1, ""45"": 1, ""11"": 1}"
9,medium_high,3,4.629594565075674,7.290823839936379,20,0,0.65,6,"{""3"": 1, ""1"": 3, ""0"": 13, ""11"": 1, ""19"": 1, ""4"": 1}"
9,high,4,7.290823839936379,12.304970648390997,20,0,1.0,1,"{""0"": 20}"
10,low,0,1.177776733221721,1.612919266527798,20,0,0.25,10,"{""48"": 1, ""40"": 1, ""13"": 1, ""0"": 5, ""30"": 4, ""24"": 1, ""12"": 2, ""3"": 2, ""39"": 2, ""45"": 1}"
10,medium_low,1,1.612919266527798,1.9107455182151871,20,0,0.6,8,"{""4"": 1, ""0"": 12, ""3"": 2, ""19"": 1, ""49"": 1, ""30"": 1, ""39"": 1, ""12"": 1}"
10,medium,2,1.9107455182151871,2.3232442634503427,20,0,0.35,9,"{""5"": 2, ""1"": 1, ""7"": 3, ""8"": 2, ""13"": 1, ""0"": 7, ""22"": 1, ""24"": 2, ""3"": 1}"
10,medium_high,3,2.3232442634503427,2.6914212713603236,20,0,0.45,10,"{""0"": 9, ""2"": 1, ""26"": 1, ""3"": 3, ""31"": 1, ""4"": 1, ""49"": 1, ""36"": 1, ""9"": 1, ""7"": 1}"
10,high,4,2.6914212713603236,3.673686553494627,20,0,0.3,11,"{""44"": 1, ""48"": 2, ""30"": 2, ""0"": 6, ""1"": 1, ""6"": 1, ""39"": 1, ""26"": 2, ""3"": 2, ""17"": 1, ""37"": 1}"
11,low,0,1.0540300696806144,1.2591275100646557,20,0,0.2,11,"{""0"": 4, ""18"": 1, ""36"": 2, ""37"": 2, ""28"": 1, ""30"": 1, ""49"": 1, ""3"": 3, ""21"": 2, ""12"": 2, ""39"": 1}"
11,medium_low,1,1.2591275100646557,1.3569426853818496,20,3,0.2,12,"{""13"": 1, ""3"": 4, ""18"": 4, ""40"": 1, ""1"": 1, ""49"": 1, ""12"": 2, ""22"": 1, ""36"": 1, ""27"": 2, ""28"": 1, ""21"": 1}"
11,medium,2,1.3569426853818496,1.6664998573846994,20,30,0.15,13,"{""12"": 2, ""27"": 1, ""30"": 3, ""1"": 1, ""26"": 2, ""36"": 1, ""17"": 2, ""48"": 1, ""9"": 3, ""14"": 1, ""8"": 1, ""39"": 1, ""37"": 1}"
11,medium_high,3,1.6664998573846994,2.1613687214611494,20,13,0.1,17,"{""13"": 2, ""18"": 1, ""9"": 1, ""24"": 1, ""0"": 1, ""14"": 1, ""1"": 2, ""38"": 1, ""23"": 1, ""40"": 2, ""3"": 1, ""36"": 1, ""31"": 1, ""39"": 1, ""37"": 1, ""30"": 1, ""6"": 1}"
11,high,4,2.1613687214611494,3.7225313198375045,20,0,1.0,1,"{""0"": 20}"
12,low,0,3.4751656958737973,4.379085265181046,20,0,1.0,1,"{""0"": 20}"
12,medium_low,1,4.379085265181046,5.06326614198171,20,0,1.0,1,"{""0"": 20}"
12,medium,2,5.06326614198171,5.994846956832964,20,0,1.0,1,"{""0"": 20}"
12,medium_high,3,5.994846956832964,6.943886545648316,20,0,0.45,10,"{""18"": 3, ""29"": 1, ""0"": 9, ""2"": 1, ""53"": 1, ""7"": 1, ""41"": 1, ""3"": 1, ""27"": 1, ""45"": 1}"
12,high,4,6.943886545648316,11.570742047428109,20,0,0.65,7,"{""0"": 13, ""22"": 2, ""36"": 1, ""8"": 1, ""46"": 1, ""25"": 1, ""18"": 1}"
13,low,0,1.3256417123640174,1.7305947257534326,20,3,0.35,9,"{""3"": 7, ""0"": 2, ""6"": 2, ""7"": 4, ""21"": 1, ""1"": 1, ""47"": 1, ""48"": 1, ""8"": 1}"
13,medium_low,1,1.7305947257534326,1.9054520181917447,20,39,0.25,10,"{""8"": 1, ""53"": 1, ""38"": 1, ""39"": 5, ""3"": 2, ""48"": 2, ""44"": 1, ""12"": 2, ""30"": 3, ""21"": 2}"
13,medium,2,1.9054520181917447,2.1456014807857113,20,12,0.1,14,"{""12"": 2, ""48"": 1, ""3"": 1, ""10"": 1, ""37"": 2, ""18"": 1, ""21"": 2, ""30"": 1, ""9"": 2, ""24"": 1, ""8"": 1, ""26"": 2, ""44"": 2, ""17"": 1}"
13,medium_high,3,2.1456014807857113,2.411465806964651,20,2,0.15,15,"{""2"": 3, ""28"": 3, ""19"": 1, ""38"": 1, ""46"": 1, ""24"": 1, ""39"": 2, ""42"": 1, ""37"": 1, ""9"": 1, ""11"": 1, ""29"": 1, ""3"": 1, ""1"": 1, ""12"": 1}"
13,high,4,2.411465806964651,3.773011663991996,20,0,0.5,10,"{""23"": 1, ""0"": 10, ""27"": 1, ""2"": 2, ""43"": 1, ""45"": 1, ""39"": 1, ""28"": 1, ""36"": 1, ""18"": 1}"
14,low,0,0.3667001032485646,0.5421049730469004,20,0,1.0,1,"{""0"": 20}"
14,medium_low,1,0.5421049730469004,0.6165850124352598,20,4,0.55,4,"{""4"": 11, ""1"": 4, ""0"": 3, ""3"": 2}"
14,medium,2,0.6165850124352598,0.6924687306116517,20,4,0.2,13,"{""28"": 1, ""46"": 1, ""3"": 1, ""44"": 1, ""9"": 2, ""18"": 2, ""21"": 2, ""39"": 1, ""30"": 1, ""4"": 4, ""35"": 1, ""12"": 2, ""27"": 1}"
14,medium_high,3,0.6924687306116517,0.8175538439915654,20,39,0.2,12,"{""35"": 1, ""37"": 3, ""30"": 2, ""3"": 2, ""46"": 1, ""39"": 4, ""1"": 1, ""27"": 1, ""12"": 2, ""48"": 1, ""21"": 1, ""18"": 1}"
14,high,4,0.8175538439915654,1.5401936585945504,20,0,0.3,12,"{""27"": 1, ""0"": 6, ""9"": 2, ""21"": 3, ""30"": 1, ""4"": 1, ""19"": 1, ""1"": 1, ""12"": 1, ""45"": 1, ""38"": 1, ""10"": 1}"
15,low,0,0.7082448292365262,0.9277882704822974,20,30,0.15,13,"{""39"": 2, ""7"": 2, ""13"": 1, ""25"": 1, ""3"": 2, ""0"": 2, ""21"": 2, ""48"": 1, ""30"": 3, ""38"": 1, ""40"": 1, ""44"": 1, ""12"": 1}"
15,medium_low,1,0.9277882704822974,1.1437261873903986,20,0,0.15,10,"{""21"": 2, ""0"": 3, ""12"": 2, ""4"": 2, ""3"": 3, ""39"": 3, ""37"": 1, ""18"": 1, ""30"": 1, ""48"": 2}"
15,medium,2,1.1437261873903986,1.4843314762842865,20,0,0.55,7,"{""0"": 11, ""39"": 1, ""3"": 3, ""30"": 2, ""46"": 1, ""21"": 1, ""1"": 1}"
15,medium_high,3,1.4843314762842865,1.9343627280252278,20,19,0.1,15,"{""19"": 2, ""38"": 1, ""48"": 2, ""26"": 2, ""37"": 1, ""53"": 2, ""28"": 1, ""10"": 1, ""35"": 1, ""31"": 1, ""9"": 1, ""27"": 2, ""12"": 1, ""20"": 1, ""21"": 1}"
15,high,4,1.9343627280252278,2.1465926528605324,20,10,0.1,16,"{""10"": 2, ""53"": 1, ""11"": 1, ""28"": 1, ""37"": 1, ""27"": 1, ""3"": 1, ""40"": 1, ""20"": 2, ""29"": 2, ""38"": 2, ""17"": 1, ""36"": 1, ""26"": 1, ""48"": 1, ""30"": 1}"
16,low,0,0.2811737840944146,0.5169625530678771,20,0,0.55,4,"{""1"": 4, ""0"": 11, ""4"": 3, ""3"": 2}"
16,medium_low,1,0.5169625530678771,0.6095193871417234,20,3,0.2,14,"{""48"": 3, ""3"": 4, ""17"": 1, ""4"": 1, ""0"": 1, ""12"": 1, ""9"": 1, ""1"": 1, ""31"": 1, ""30"": 1, ""46"": 1, ""39"": 2, ""2"": 1, ""41"": 1}"
16,medium,2,0.6095193871417234,0.6830014313717818,20,3,0.25,13,"{""36"": 1, ""10"": 1, ""3"": 5, ""27"": 2, ""9"": 1, ""18"": 1, ""37"": 1, ""35"": 1, ""48"": 1, ""30"": 2, ""21"": 1, ""12"": 1, ""47"": 2}"
16,medium_high,3,0.6830014313717818,0.8393640502484728,20,39,0.15,15,"{""21"": 1, ""39"": 3, ""36"": 2, ""12"": 1, ""27"": 2, ""48"": 1, ""38"": 1, ""10"": 1, ""18"": 1, ""30"": 2, ""3"": 1, ""9"": 1, ""37"": 1, ""40"": 1, ""1"": 1}"
16,high,4,0.8393640502484728,1.3105425737936047,20,0,0.25,11,"{""1"": 1, ""0"": 5, ""9"": 3, ""21"": 1, ""30"": 1, ""36"": 1, ""12"": 4, ""20"": 1, ""2"": 1, ""48"": 1, ""27"": 1}"
17,low,0,1.351213271060383,1.6596609753057971,20,0,0.8,2,"{""0"": 16, ""1"": 4}"
17,medium_low,1,1.6596609753057971,1.8330954435206233,20,2,0.25,13,"{""21"": 2, ""7"": 1, ""27"": 1, ""5"": 1, ""12"": 1, ""28"": 1, ""3"": 2, ""2"": 5, ""39"": 1, ""0"": 2, ""40"": 1, ""48"": 1, ""13"": 1}"
17,medium,2,1.8330954435206233,2.09074906381916,20,3,0.2,13,"{""20"": 1, ""1"": 2, ""30"": 2, ""3"": 4, ""45"": 2, ""19"": 1, ""48"": 1, ""21"": 1, ""36"": 2, ""47"": 1, ""39"": 1, ""49"": 1, ""18"": 1}"
17,medium_high,3,2.09074906381916,2.448595332410083,20,0,0.3,11,"{""6"": 1, ""7"": 2, ""39"": 2, ""48"": 1, ""0"": 6, ""12"": 2, ""30"": 1, ""1"": 1, ""9"": 1, ""3"": 2, ""40"": 1}"
17,high,4,2.448595332410083,3.3159159915158885,20,0,0.95,2,"{""0"": 19, ""15"": 1}"
18,low,0,3.0045728816861033,3.463431622233056,20,0,1.0,1,"{""0"": 20}"
18,medium_low,1,3.463431622233056,3.9158810656355008,20,21,0.25,11,"{""21"": 5, ""52"": 1, ""7"": 2, ""0"": 2, ""37"": 2, ""2"": 2, ""48"": 2, ""46"": 1, ""29"": 1, ""19"": 1, ""12"": 1}"
18,medium,2,3.9158810656355008,4.657109830045765,20,0,0.3,11,"{""8"": 4, ""22"": 1, ""21"": 2, ""53"": 1, ""28"": 1, ""0"": 6, ""35"": 1, ""48"": 1, ""3"": 1, ""50"": 1, ""6"": 1}"
18,medium_high,3,4.657109830045765,7.4271864034759965,20,0,0.65,6,"{""39"": 1, ""0"": 13, ""29"": 2, ""16"": 1, ""49"": 2, ""21"": 1}"
18,high,4,7.4271864034759965,12.326295157451383,20,0,1.0,1,"{""0"": 20}"
19,low,0,1.2552938566762983,1.6579842060865355,20,3,0.2,10,"{""2"": 2, ""3"": 4, ""0"": 4, ""48"": 1, ""45"": 1, ""38"": 1, ""12"": 3, ""39"": 1, ""1"": 2, ""27"": 1}"
19,medium_low,1,1.6579842060865355,1.974468817603628,20,0,0.3,10,"{""5"": 1, ""2"": 3, ""48"": 1, ""0"": 6, ""12"": 3, ""3"": 2, ""40"": 1, ""30"": 1, ""21"": 1, ""39"": 1}"
19,medium,2,1.974468817603628,2.334620216727685,20,0,0.35,12,"{""0"": 7, ""4"": 1, ""40"": 1, ""23"": 1, ""7"": 2, ""6"": 1, ""5"": 1, ""48"": 1, ""13"": 2, ""8"": 1, ""18"": 1, ""24"": 1}"
19,medium_high,3,2.334620216727685,2.7902575782495025,20,0,0.4,10,"{""0"": 8, ""22"": 2, ""26"": 1, ""30"": 2, ""13"": 1, ""3"": 2, ""20"": 1, ""41"": 1, ""27"": 1, ""12"": 1}"
19,high,4,2.7902575782495025,3.903797081467919,20,0,0.3,10,"{""0"": 6, ""30"": 2, ""18"": 2, ""3"": 3, ""9"": 2, ""17"": 1, ""49"": 1, ""26"": 1, ""38"": 1, ""42"": 1}"
20,low,0,1.1247974290263003,1.2713792563971087,20,21,0.15,11,"{""9"": 2, ""48"": 2, ""21"": 3, ""45"": 2, ""0"": 2, ""39"": 2, ""36"": 2, ""3"": 1, ""37"": 1, ""18"": 1, ""46"": 2}"
20,medium_low,1,1.2713792563971087,1.4307549278875624,20,12,0.15,14,"{""21"": 2, ""3"": 1, ""12"": 3, ""0"": 3, ""31"": 1, ""44"": 1, ""36"": 1, ""39"": 1, ""25"": 1, ""19"": 1, ""18"": 2, ""30"": 1, ""48"": 1, ""27"": 1}"
20,medium,2,1.4307549278875624,1.737402377363857,20,8,0.15,15,"{""37"": 1, ""35"": 2, ""13"": 1, ""7"": 1, ""10"": 2, ""21"": 2, ""39"": 1, ""53"": 1, ""8"": 3, ""52"": 1, ""28"": 1, ""30"": 1, ""9"": 1, ""48"": 1, ""26"": 1}"
20,medium_high,3,1.737402377363857,2.1553405112077364,20,12,0.2,14,"{""48"": 1, ""3"": 2, ""33"": 1, ""6"": 1, ""27"": 1, ""12"": 4, ""19"": 1, ""40"": 1, ""8"": 2, ""44"": 1, ""39"": 1, ""13"": 2, ""42"": 1, ""0"": 1}"
20,high,4,2.1553405112077364,3.75291210822966,20,0,0.95,2,"{""0"": 19, ""3"": 1}"
21,low,0,3.5275240652642768,4.400516831765222,20,0,1.0,1,"{""0"": 20}"
21,medium_low,1,4.400516831765222,5.119015825010652,20,0,1.0,1,"{""0"": 20}"
21,medium,2,5.119015825010652,6.082272418019047,20,0,1.0,1,"{""0"": 20}"
21,medium_high,3,6.082272418019047,6.9214566322196385,20,0,0.45,8,"{""9"": 2, ""0"": 9, ""36"": 1, ""3"": 3, ""33"": 1, ""28"": 1, ""45"": 2, ""7"": 1}"
21,high,4,6.9214566322196385,11.535404112618378,20,0,0.6,9,"{""0"": 12, ""11"": 1, ""19"": 1, ""46"": 1, ""17"": 1, ""49"": 1, ""18"": 1, ""47"": 1, ""13"": 1}"
22,low,0,1.44068342705554,1.6920474285374374,20,0,0.4,10,"{""0"": 8, ""21"": 1, ""3"": 1, ""6"": 1, ""7"": 3, ""39"": 1, ""12"": 1, ""1"": 1, ""2"": 2, ""48"": 1}"
22,medium_low,1,1.6920474285374374,1.9063632402422581,20,39,0.25,10,"{""35"": 1, ""38"": 1, ""39"": 5, ""30"": 3, ""12"": 4, ""20"": 1, ""48"": 1, ""3"": 2, ""37"": 1, ""29"": 1}"
22,medium,2,1.9063632402422581,2.154161789696248,20,17,0.15,12,"{""10"": 1, ""17"": 3, ""30"": 2, ""9"": 1, ""53"": 1, ""3"": 1, ""2"": 2, ""12"": 3, ""39"": 2, ""6"": 2, ""48"": 1, ""8"": 1}"
22,medium_high,3,2.154161789696248,2.3924683809024234,20,3,0.1,17,"{""1"": 1, ""3"": 2, ""6"": 1, ""20"": 1, ""29"": 1, ""19"": 1, ""12"": 2, ""36"": 1, ""39"": 2, ""48"": 1, ""47"": 1, ""46"": 1, ""18"": 1, ""50"": 1, ""30"": 1, ""2"": 1, ""53"": 1}"
22,high,4,2.3924683809024234,3.745361817265641,20,0,0.55,8,"{""3"": 2, ""0"": 11, ""48"": 2, ""39"": 1, ""5"": 1, ""52"": 1, ""28"": 1, ""53"": 1}"
23,low,0,0.2831490333393053,0.5619095117158324,20,0,0.8,2,"{""2"": 4, ""0"": 16}"
23,medium_low,1,0.5619095117158324,0.6609869226361637,20,4,0.45,7,"{""3"": 4, ""4"": 9, ""1"": 2, ""31"": 1, ""30"": 1, ""21"": 2, ""9"": 1}"
23,medium,2,0.6609869226361637,0.751180511746011,20,30,0.15,12,"{""30"": 3, ""44"": 2, ""2"": 1, ""48"": 2, ""21"": 2, ""3"": 2, ""18"": 1, ""45"": 1, ""17"": 1, ""12"": 3, ""39"": 1, ""28"": 1}"
23,medium_high,3,0.751180511746011,0.8408768620727194,20,12,0.2,10,"{""19"": 2, ""10"": 1, ""12"": 4, ""3"": 3, ""35"": 1, ""21"": 3, ""48"": 2, ""30"": 2, ""26"": 1, ""39"": 1}"
23,high,4,0.8408768620727194,1.5822431076191703,20,0,0.35,10,"{""49"": 1, ""0"": 7, ""3"": 2, ""21"": 3, ""10"": 2, ""39"": 1, ""12"": 1, ""30"": 1, ""48"": 1, ""18"": 1}"
24,low,0,0.6530028544309487,0.9275042918477338,20,7,0.2,12,"{""26"": 1, ""41"": 1, ""48"": 3, ""30"": 1, ""21"": 2, ""12"": 3, ""49"": 1, ""7"": 4, ""0"": 1, ""36"": 1, ""4"": 1, ""3"": 1}"
24,medium_low,1,0.9275042918477338,1.1023915055292788,20,21,0.1,13,"{""21"": 2, ""39"": 1, ""26"": 1, ""3"": 2, ""8"": 1, ""19"": 1, ""0"": 2, ""9"": 2, ""48"": 2, ""12"": 2, ""18"": 2, ""45"": 1, ""30"": 1}"
24,medium,2,1.1023915055292788,1.4526908289697997,20,0,0.4,10,"{""1"": 2, ""18"": 1, ""0"": 8, ""3"": 3, ""26"": 1, ""4"": 1, ""30"": 1, ""9"": 1, ""48"": 1, ""36"": 1}"
