rollout_id,theta_true_id,true_u_req,selected_u_ctrl,recomputed_u_ctrl,under_control_amount,true_safe,posterior_ess,max_posterior_weight,posterior_mean_U,posterior_std_U,posterior_quantile_level,posterior_cdf_at_true_u_req,selected_actions,observations,true_M_values,true_K_values
89,12,0.6,0.3,0.6,0.3,False,3.1037193359114874,0.46793809515124185,0.13878031719562123,0.08533245265741116,1.0,1.0,15 29,2.1473652 2.7279934,0.023702419 0.010354591 0.042286045 0.045995469 0.051778461,0.084687714 0.26980215 0.14577395 0.10971333 0.27772922
94,6,0.6,0.3,0.6,0.3,False,1.9775029380171492,0.6437745056755624,0.07041403052998019,0.08446482604967981,1.0,1.0,15 13,1.7101656 3.4235065,0.035803429 0.015793281 0.041174488 0.048834156 0.040650165,0.16559036 0.082935533 0.1660114 0.39340784 0.36405211
98,3,0.5,0.25,0.6,0.25,False,1.3915025851866587,0.8382955780178898,0.16140375742502888,0.039494895946661654,1.0,0.9981004794787443,7 17,1.7919033 1.8982797,0.032674894 0.016702085 0.030155649 0.020172762 0.023115667,0.23953497 0.097664557 0.33492198 0.22119092 0.37638227
103,6,0.6,0.3,0.6,0.3,False,1.7653158405116705,0.6863233600045279,0.26566874775086596,0.025657993485395044,1.0,1.0,27 23,1.6414898 3.6139497,0.035803429 0.015793281 0.041174488 0.048834156 0.040650165,0.16559036 0.082935533 0.1660114 0.39340784 0.36405211
134,12,0.6,0.35,0.45,0.25,False,5.245932851212041,0.2869610008708271,0.2594837973555136,0.08710722273619362,1.0,1.0,18 8,3.7103533 3.6383395,0.023702419 0.010354591 0.042286045 0.045995469 0.051778461,0.084687714 0.26980215 0.14577395 0.10971333 0.27772922
137,6,0.6,0.3,0.6,0.3,False,2.7531899010622793,0.4709978630444863,0.17610676672316739,0.12073710582461795,1.0,1.0,23 5,3.6139497 1.3993104,0.035803429 0.015793281 0.041174488 0.048834156 0.040650165,0.16559036 0.082935533 0.1660114 0.39340784 0.36405211
145,5,0.25,0.05,0.6,0.2,False,1.0984514237397351,0.9530557314382769,0.052751103517979556,0.01584782734402492,1.0,0.998384439655909,18 26,6.4712684 1.5859387,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
180,6,0.6,0.05,0.6,0.5499999999999999,False,1.0812057886667827,0.9614675027553516,0.06063969626116528,0.05557616132417679,1.0,1.0,3 5,3.2679895 1.3993104,0.035803429 0.015793281 0.041174488 0.048834156 0.040650165,0.16559036 0.082935533 0.1660114 0.39340784 0.36405211
183,3,0.5,0.3,0.6,0.2,False,1.0000000073520252,0.9999999963239874,0.30000000053934106,9.134697808151422e-06,1.0,1.0,25 3,2.0694435 6.5443346,0.032674894 0.016702085 0.030155649 0.020172762 0.023115667,0.23953497 0.097664557 0.33492198 0.22119092 0.37638227
187,5,0.25,0.05,0.15,0.2,False,1.0000211366439096,0.9999894317897322,0.05000105682102679,0.0003250861206011034,1.0,1.0,23 22,6.7983067 2.6839007,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
192,4,0.4,0.15,0.6,0.25,False,1.010975382538858,0.9945503908954382,0.15121363264683446,0.018257327143856975,1.0,0.9967388323296725,14 18,2.2151918 3.0104782,0.047518234 0.024020438 0.034259549 0.05903686 0.05808286,0.3442397 0.24405204 0.44029423 0.3344608 0.41462346
237,5,0.25,0.05,0.35,0.2,False,1.0026667317396842,0.9986688050898209,0.05028675591027022,0.008961777620417501,1.0,0.9991192320350104,13 11,6.3959038 1.820603,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
241,12,0.6,0.15,0.45,0.44999999999999996,False,1.0012710025341078,0.9993650115947168,0.15003784505848916,0.003172543432175892,1.0,1.0,23 20,3.8851297 2.47707,0.023702419 0.010354591 0.042286045 0.045995469 0.051778461,0.084687714 0.26980215 0.14577395 0.10971333 0.27772922
315,5,0.25,0.05,0.15,0.2,False,1.000000003003949,0.9999999984980255,0.05000000015019747,3.8755317386476856e-06,1.0,1.0,7 3,2.2503787 6.2258794,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
337,5,0.25,0.05,0.15,0.2,False,1.0000000052980453,0.9999999973509772,0.05000000026490227,5.146865741832302e-06,1.0,1.0,28 7,7.0097323 2.2503787,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
347,4,0.4,0.15,0.45,0.25,False,1.0001062773432992,0.9999468642000396,0.1499950236352601,0.0007688067122565543,1.0,0.9999992835060605,28 19,3.1386719 2.1304801,0.047518234 0.024020438 0.034259549 0.05903686 0.05808286,0.3442397 0.24405204 0.44029423 0.3344608 0.41462346
374,7,0.6,0.05,0.6,0.5499999999999999,False,1.0840779559162694,0.9597820016681002,0.07112305654664053,0.10425988754988541,1.0,1.0,2 28,1.419378 5.0442819,0.055864885 0.011979644 0.036429463 0.032966794 0.013117479,0.10790295 0.21930733 0.23941463 0.34924291 0.25516803
384,6,0.6,0.25,0.6,0.35,False,1.0027825045210024,0.9986107955173125,0.24988091662072906,0.0038023500992306635,1.0,1.0,8 29,3.4390135 3.2726603,0.035803429 0.015793281 0.041174488 0.048834156 0.040650165,0.16559036 0.082935533 0.1660114 0.39340784 0.36405211
422,2,0.3,0.05,0.6,0.25,False,1.0010066594351326,0.9994969395222476,0.05005030885177066,0.002242608648650887,1.0,0.9999999991292073,27 7,2.5557732 1.8228165,0.047675655 0.036907166 0.026486586 0.049421435 0.025159741,0.36110167 0.13035735 0.22831527 0.052621068 0.16812262
428,6,0.6,0.3,0.6,0.3,False,1.9060287605752189,0.612200185139226,0.26932469211392795,0.02465174341992901,1.0,0.9999999999999999,12 8,1.3840214 3.4390135,0.035803429 0.015793281 0.041174488 0.048834156 0.040650165,0.16559036 0.082935533 0.1660114 0.39340784 0.36405211
433,14,0.3,0.05,0.35,0.25,False,1.0003735163290053,0.9998132823513453,0.050054116703569185,0.003969563539790866,1.0,0.9998512541718704,13 25,4.5510903 3.3220099,0.017526242 0.034110619 0.054735793 0.031135845 0.039475103,0.48423548 0.2307363 0.18285542 0.43114927 0.10600715
455,5,0.25,0.05,0.15,0.2,False,1.00000222093442,0.9999988895340232,0.0500001110465977,0.0001053785909842257,1.0,1.0,17 23,2.4592839 6.7983067,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
456,6,0.6,0.3,0.6,0.3,False,2.405919626605304,0.5315606399004532,0.20832844430229436,0.11860589463526464,1.0,1.0,10 28,1.487048 3.7912301,0.035803429 0.015793281 0.041174488 0.048834156 0.040650165,0.16559036 0.082935533 0.1660114 0.39340784 0.36405211
468,13,0.45,0.15,0.6,0.30000000000000004,False,1.2116135151103742,0.9069211839425305,0.1507427769762122,0.03205015303058341,1.0,0.999999999992844,5 4,1.8433564 2.1288887,0.024093891 0.020760908 0.041966569 0.050252742 0.058183544,0.40328838 0.1827529 0.39594729 0.28653329 0.11707161
474,12,0.6,0.3,0.45,0.3,False,2.165927289237985,0.5220457315595054,0.28024264273143246,0.04390839056399551,1.0,1.0000000000000002,22 18,1.4930347 3.7103533,0.023702419 0.010354591 0.042286045 0.045995469 0.051778461,0.084687714 0.26980215 0.14577395 0.10971333 0.27772922
478,5,0.25,0.05,0.15,0.2,False,1.00000222093442,0.9999988895340232,0.0500001110465977,0.0001053785909842257,1.0,1.0,17 23,2.4592839 6.7983067,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
481,14,0.3,0.05,0.45,0.25,False,1.0001073437735994,0.9999463311703878,0.050015924345724945,0.0021755400118555488,1.0,0.9999498572335549,5 13,2.5361282 4.5510903,0.017526242 0.034110619 0.054735793 0.031135845 0.039475103,0.48423548 0.2307363 0.18285542 0.43114927 0.10600715
516,5,0.25,0.05,0.15,0.2,False,1.000000000004866,0.9999999999975668,0.0500000000002433,1.5598280219463978e-07,1.0,1.0,18 19,6.4712684 2.2761974,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
523,6,0.6,0.3,0.6,0.3,False,2.0722037154664554,0.6198310047059794,0.25665260484378644,0.04703942595536151,1.0,1.0,18 17,3.4650438 1.4644124,0.035803429 0.015793281 0.041174488 0.048834156 0.040650165,0.16559036 0.082935533 0.1660114 0.39340784 0.36405211
529,12,0.6,0.15,0.45,0.44999999999999996,False,1.251876106106682,0.8903542893702505,0.1539277959811985,0.05757503274442512,1.0,1.0,0 8,1.9467683 3.6383395,0.023702419 0.010354591 0.042286045 0.045995469 0.051778461,0.084687714 0.26980215 0.14577395 0.10971333 0.27772922
544,5,0.25,0.05,0.15,0.2,False,1.0000000352564964,0.9999999823717521,0.05000000176282479,1.3277141102996285e-05,1.0,1.0,8 2,6.3169841 2.2900251,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
547,3,0.5,0.25,0.6,0.25,False,1.3915025851866587,0.8382955780178898,0.16140375742502888,0.039494895946661654,1.0,0.9981004794787443,7 17,1.7919033 1.8982797,0.032674894 0.016702085 0.030155649 0.020172762 0.023115667,0.23953497 0.097664557 0.33492198 0.22119092 0.37638227
548,3,0.5,0.3,0.45,0.2,False,1.904333787309477,0.6120689380818544,0.1469829331650881,0.12181999441764432,1.0,1.0000000000000002,13 10,6.6498785 1.8756346,0.032674894 0.016702085 0.030155649 0.020172762 0.023115667,0.23953497 0.097664557 0.33492198 0.22119092 0.37638227
555,14,0.3,0.05,0.35,0.25,False,1.022541113272118,0.9888536528511426,0.05278658678721532,0.02624655464782838,1.0,0.9999999999999802,18 5,4.8607843 2.5361282,0.017526242 0.034110619 0.054735793 0.031135845 0.039475103,0.48423548 0.2307363 0.18285542 0.43114927 0.10600715
589,5,0.25,0.05,0.45,0.2,False,1.0000001214517553,0.999999939274126,0.05000000607260317,2.46427796608265e-05,1.0,0.9999999999999474,29 23,2.5644885 6.7983067,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
651,12,0.6,0.05,0.6,0.5499999999999999,False,1.0071807726060664,0.9964245768656179,0.050388934575487786,0.007332464674318233,1.0,1.0,29 10,2.7279934 2.1719322,0.023702419 0.010354591 0.042286045 0.045995469 0.051778461,0.084687714 0.26980215 0.14577395 0.10971333 0.27772922
654,5,0.25,0.05,0.15,0.2,False,1.0000000000086327,0.9999999999956837,0.050000000000431644,2.0776006513730168e-07,1.0,1.0,18 29,6.4712684 2.5644885,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
670,4,0.4,0.15,0.45,0.25,False,1.0010410205510631,0.9994798245148729,0.15009836240934937,0.004620403199558019,1.0,0.9998521105616364,13 14,2.8619127 2.2151918,0.047518234 0.024020438 0.034259549 0.05903686 0.05808286,0.3442397 0.24405204 0.44029423 0.3344608 0.41462346
717,6,0.6,0.3,0.6,0.3,False,1.5810472747536237,0.7634918165329386,0.10778923215042066,0.10529770424139608,1.0,1.0,25 23,1.8603891 3.6139497,0.035803429 0.015793281 0.041174488 0.048834156 0.040650165,0.16559036 0.082935533 0.1660114 0.39340784 0.36405211
718,5,0.25,0.05,0.35,0.2,False,1.0258475240156457,0.987249588341448,0.050853804146364125,0.010336636058797054,1.0,0.999134869912265,3 21,6.2258794 1.7403619,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
726,5,0.25,0.05,0.15,0.2,False,1.0000000009936905,0.9999999995031548,0.05000000004968453,2.22900274136309e-06,1.0,1.0,4 28,2.3474303 7.0097323,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
735,3,0.5,0.3,0.45,0.2,False,1.0650353626866318,0.9684741080112959,0.2921186564815209,0.04368340332167952,1.0,1.0,8 20,6.6075995 2.0633709,0.032674894 0.016702085 0.030155649 0.020172762 0.023115667,0.23953497 0.097664557 0.33492198 0.22119092 0.37638227
753,5,0.25,0.05,0.15,0.2,False,1.000000003003949,0.9999999984980255,0.05000000015019747,3.8755317386476856e-06,1.0,1.0,7 3,2.2503787 6.2258794,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
759,5,0.25,0.05,0.35,0.2,False,1.0007511667293207,0.9996245633679093,0.05010945278224196,0.005701267738989432,1.0,0.9996404015540064,23 11,6.7983067 1.820603,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
760,6,0.6,0.3,0.6,0.3,False,1.9908338664168128,0.5947212987516051,0.2722559495339653,0.030617207949024172,1.0,1.0000000000000002,7 23,1.2888409 3.6139497,0.035803429 0.015793281 0.041174488 0.048834156 0.040650165,0.16559036 0.082935533 0.1660114 0.39340784 0.36405211
763,2,0.3,0.1,0.6,0.19999999999999998,False,1.043382560870932,0.9789035473840514,0.10357606333950753,0.02581184084810524,1.0,0.9992380544923333,20 22,1.5078788 2.0830124,0.047675655 0.036907166 0.026486586 0.049421435 0.025159741,0.36110167 0.13035735 0.22831527 0.052621068 0.16812262
789,12,0.6,0.3,0.6,0.3,False,3.194422321861924,0.3796061249924992,0.16467575422340497,0.09612817490038805,1.0,1.0,9 5,2.4023617 1.8658225,0.023702419 0.010354591 0.042286045 0.045995469 0.051778461,0.084687714 0.26980215 0.14577395 0.10971333 0.27772922
828,12,0.6,0.15,0.45,0.44999999999999996,False,1.0794974873117358,0.961888584575134,0.15782039880887994,0.0454377070102102,1.0,1.0,10 18,2.1719322 3.7103533,0.023702419 0.010354591 0.042286045 0.045995469 0.051778461,0.084687714 0.26980215 0.14577395 0.10971333 0.27772922
829,3,0.5,0.3,0.45,0.2,False,1.7214440522220589,0.7011327690104305,0.12471709447287711,0.11444100708185458,1.0,1.0,10 23,1.8756346 6.9635654,0.032674894 0.016702085 0.030155649 0.020172762 0.023115667,0.23953497 0.097664557 0.33492198 0.22119092 0.37638227
843,3,0.5,0.25,0.6,0.25,False,1.3915025851866587,0.8382955780178898,0.16140375742502888,0.03949489594666166,1.0,0.9981004794787443,17 7,1.8982797 1.7919033,0.032674894 0.016702085 0.030155649 0.020172762 0.023115667,0.23953497 0.097664557 0.33492198 0.22119092 0.37638227
854,6,0.6,0.3,0.6,0.3,False,1.8815988730984616,0.6454758907257052,0.2650554578810779,0.030781174541764815,1.0,1.0,13 17,3.4235065 1.4644124,0.035803429 0.015793281 0.041174488 0.048834156 0.040650165,0.16559036 0.082935533 0.1660114 0.39340784 0.36405211
862,12,0.6,0.3,0.6,0.3,False,3.058726314420261,0.3979241269575486,0.16651470692939688,0.09647484864859038,1.0,1.0,4 5,2.410898 1.8658225,0.023702419 0.010354591 0.042286045 0.045995469 0.051778461,0.084687714 0.26980215 0.14577395 0.10971333 0.27772922
864,5,0.25,0.05,0.45,0.2,False,1.000000000687994,0.999999999656003,0.0500000000344037,1.8552528399883167e-06,1.0,0.9999999999999868,13 29,6.3959038 2.5644885,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
876,14,0.3,0.05,0.6,0.25,False,1.0001198940726923,0.9999400565568706,0.050014985862864264,0.0019355211856470903,1.0,0.999999999992451,0 23,2.2809266 4.9296863,0.017526242 0.034110619 0.054735793 0.031135845 0.039475103,0.48423548 0.2307363 0.18285542 0.43114927 0.10600715
888,5,0.25,0.05,0.15,0.2,False,1.0000211366439096,0.9999894317897322,0.05000105682102679,0.0003250861206011034,1.0,1.0,22 23,2.6839007 6.7983067,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
905,5,0.25,0.05,0.15,0.2,False,1.0000000005278364,0.9999999997360818,0.05000000002639182,1.6245559377197385e-06,1.0,1.0,28 29,7.0097323 2.5644885,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
926,12,0.6,0.15,0.6,0.44999999999999996,False,1.084849354091515,0.9592380760535569,0.14597416192147591,0.019973261749762074,1.0,0.9999999999999999,0 3,1.9467683 3.7386699,0.023702419 0.010354591 0.042286045 0.045995469 0.051778461,0.084687714 0.26980215 0.14577395 0.10971333 0.27772922
939,12,0.6,0.15,0.45,0.44999999999999996,False,1.090119641899995,0.9568079942922724,0.1457472806903023,0.020585862858459522,1.0,1.0,15 3,2.1473652 3.7386699,0.023702419 0.010354591 0.042286045 0.045995469 0.051778461,0.084687714 0.26980215 0.14577395 0.10971333 0.27772922
961,3,0.5,0.05,0.45,0.45,False,1.0000060516570881,0.9999969741835582,0.05000091572272642,0.0005542032909871623,1.0,1.0,28 2,7.2500149 1.7110883,0.032674894 0.016702085 0.030155649 0.020172762 0.023115667,0.23953497 0.097664557 0.33492198 0.22119092 0.37638227
973,7,0.6,0.3,0.6,0.3,False,1.1217515756868635,0.9434730244460489,0.30552199349597986,0.0669484233397295,1.0,1.0,7 3,1.2963933 4.8675677,0.055864885 0.011979644 0.036429463 0.032966794 0.013117479,0.10790295 0.21930733 0.23941463 0.34924291 0.25516803
979,2,0.3,0.05,0.6,0.25,False,1.0001708624846963,0.9999145761063513,0.05000854241699736,0.0009242169928792051,1.0,0.9999999998647326,27 17,2.5557732 2.087905,0.047675655 0.036907166 0.026486586 0.049421435 0.025159741,0.36110167 0.13035735 0.22831527 0.052621068 0.16812262
990,5,0.25,0.05,0.15,0.2,False,1.0000000383955,0.9999999808022505,0.05000000191977495,1.385559421702062e-05,1.0,1.0,13 2,6.3959038 2.2900251,0.046239497 0.037061343 0.02384456 0.0180326 0.058496271,0.20380763 0.29465118 0.1383336 0.49826354 0.15944696
