system,history_id,history_step,b_star,A_star,action_star,J_star_continuous,J_star_snapped,second_action,second_bus,second_amplitude,gap_best_second_continuous,gap_best_second_snapped
ieee9,42,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,43,1,3,0.05,3,0.9125000000000001,0.9675,8,8,0.05,0.0,0.0
ieee9,44,1,2,0.05,2,0.9000000000000001,0.96,4,4,0.05,0.0,0.0
ieee9,45,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,46,1,3,0.05,3,0.9175000000000002,0.975,12,3,0.075,0.0,0.0
ieee9,47,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,48,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,49,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,50,1,6,0.05,6,0.9000000000000001,0.96,7,7,0.05,0.0,0.0
ieee9,51,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,52,1,3,0.05,3,0.9500000000000002,0.975,12,3,0.075,0.0,0.0
ieee9,53,1,3,0.05,3,0.96125,0.99875,12,3,0.075,0.0,0.0
ieee9,54,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,55,1,2,0.05,2,0.9087500000000002,0.96875,3,3,0.05,0.0,0.0
ieee9,56,1,3,0.3,48,0.9112500000000001,0.97125,2,2,0.05,0.0050000000000000044,0.0050000000000000044
ieee9,57,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,58,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,59,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,60,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,61,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,62,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,63,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,64,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,65,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,66,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,67,1,1,0.05,1,0.9875,1.0125000000000002,3,3,0.05,0.0,0.0
ieee9,68,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,69,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,70,1,3,0.05,3,0.9312500000000001,0.98875,12,3,0.075,0.0,0.0
ieee9,71,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,72,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,73,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,74,1,3,0.05,3,0.9050000000000001,0.965,12,3,0.075,0.0,0.0
ieee9,75,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,76,1,1,0.05,1,0.9000000000000001,0.96,10,1,0.075,0.0,0.0
ieee9,77,1,3,0.05,3,0.9687500000000001,1.00125,12,3,0.075,0.0,0.0
ieee9,78,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,79,1,3,0.05,3,0.9100000000000001,0.97,12,3,0.075,0.0,0.0
ieee9,80,1,3,0.1,21,0.9325000000000001,0.9924999999999999,30,3,0.15,0.0,0.0
ieee9,81,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,82,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,83,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,84,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,85,1,7,0.1,25,0.9000000000000001,0.96,34,7,0.15,0.0,0.0
ieee9,86,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,87,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,88,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,89,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,90,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,91,1,3,0.05,3,0.9000000000000001,0.96,7,7,0.05,0.0,0.0
ieee9,92,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,93,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,94,1,3,0.15,30,0.9325000000000001,0.9924999999999999,21,3,0.1,0.0012500000000000844,0.0012500000000000844
ieee9,95,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,96,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,97,1,3,0.05,3,0.9000000000000001,0.96,12,3,0.075,0.0,0.0
ieee9,98,1,3,0.05,3,0.9212500000000001,0.98125,12,3,0.075,0.0,0.0
ieee9,99,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,100,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,101,1,3,0.05,3,0.9887500000000001,1.01375,12,3,0.075,0.0,0.0
ieee9,102,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,103,1,6,0.05,6,0.9000000000000001,0.96,8,8,0.05,0.0,0.0
ieee9,104,1,2,0.3,47,0.9450000000000002,1.0050000000000001,11,2,0.075,0.0012500000000000844,0.0012499999999999734
ieee9,105,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,106,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,107,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,108,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,109,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,110,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,111,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,112,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,113,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,114,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,115,1,3,0.05,3,0.9062500000000001,0.96375,8,8,0.05,0.0,0.0
ieee9,116,1,3,0.05,3,0.9037500000000002,0.96375,12,3,0.075,0.0,0.0
ieee9,117,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,118,1,3,0.075,12,0.9225000000000001,0.9774999999999999,21,3,0.1,0.0,0.0
ieee9,119,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,120,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,121,1,3,0.05,3,0.9087500000000002,0.96875,12,3,0.075,0.0,0.0
ieee9,122,1,3,0.05,3,0.9150000000000001,0.975,12,3,0.075,0.0,0.0
ieee9,123,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,124,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,125,1,3,0.05,3,0.9237500000000001,0.98125,12,3,0.075,0.0,0.0
ieee9,126,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,127,1,2,0.05,2,0.9187500000000002,0.97875,3,3,0.05,0.0,0.0
ieee9,128,1,3,0.1,21,0.9350000000000002,0.9949999999999999,29,2,0.15,0.0,0.0
ieee9,129,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,130,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,131,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,132,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,133,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,134,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,135,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,136,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,137,1,3,0.3,48,0.9050000000000001,0.965,37,1,0.2,0.008749999999999925,0.008749999999999925
ieee9,138,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,139,1,3,0.05,3,0.925,0.975,8,8,0.05,0.0,0.0
ieee9,140,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,141,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,142,1,3,0.05,3,0.9337500000000001,0.9937499999999999,39,3,0.2,0.0025000000000000577,0.0025000000000000577
ieee9,143,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,144,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,145,1,3,0.05,3,0.9012500000000001,0.9612499999999999,12,3,0.075,0.0,0.0
ieee9,146,1,3,0.05,3,0.9062500000000002,0.96625,12,3,0.075,0.0,0.0
ieee9,147,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,148,1,0,0.15,27,0.9000000000000001,0.96,51,6,0.3,0.0,0.0
ieee9,149,1,3,0.05,3,0.9237500000000001,0.97625,12,3,0.075,0.0,0.0
ieee9,150,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,151,1,3,0.05,3,0.9100000000000001,0.97,12,3,0.075,0.0,0.0
ieee9,152,1,2,0.15,29,0.9187500000000002,0.97875,30,3,0.15,0.0,0.0
ieee9,153,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,154,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,155,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,156,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,157,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,158,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,159,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,160,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,161,1,2,0.05,2,0.9000000000000001,0.96,4,4,0.05,0.0,0.0
ieee9,162,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,163,1,3,0.05,3,0.9000000000000001,0.96,5,5,0.05,0.0,0.0
ieee9,164,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,165,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,166,1,3,0.1,21,0.9162500000000001,0.97625,30,3,0.15,0.0,0.0
ieee9,167,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,168,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,169,1,3,0.05,3,0.9025000000000001,0.9624999999999999,12,3,0.075,0.0,0.0
ieee9,170,1,3,0.05,3,0.9087500000000002,0.96875,12,3,0.075,0.0,0.0
ieee9,171,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,172,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,173,1,3,0.3,48,0.9137500000000002,0.97125,3,3,0.05,0.007499999999999951,0.007500000000000062
ieee9,174,1,3,0.3,48,0.9087500000000002,0.96875,3,3,0.05,0.0050000000000000044,0.0050000000000000044
ieee9,175,1,3,0.05,3,0.9075000000000001,0.9674999999999999,12,3,0.075,0.0,0.0
ieee9,176,1,3,0.075,12,0.9325000000000001,0.99,21,3,0.1,0.0,0.0
ieee9,177,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,178,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,179,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,180,1,3,0.3,48,0.9087500000000002,0.96875,18,0,0.1,0.0012499999999999734,0.0012499999999999734
ieee9,181,1,2,0.05,2,0.9000000000000001,0.96,3,3,0.05,0.0,0.0
ieee9,182,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,183,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,184,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,185,1,3,0.3,48,0.9000000000000001,0.96,1,1,0.05,0.011249999999999982,0.011249999999999982
ieee9,186,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,187,1,7,0.1,25,0.9125000000000001,0.9675,7,7,0.05,0.006250000000000089,0.00374999999999992
ieee9,188,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,189,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,190,1,3,0.15,30,0.9425000000000001,1.0025,38,2,0.2,0.0,0.0
ieee9,191,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,192,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,193,1,3,0.05,3,0.9062500000000002,0.96625,12,3,0.075,0.0,0.0
ieee9,194,1,3,0.05,3,0.9000000000000001,0.96,5,5,0.05,0.0,0.0
ieee9,195,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,196,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,197,1,3,0.15,30,0.9312500000000001,0.98375,12,3,0.075,0.0012499999999999734,0.0012499999999999734
ieee9,198,1,1,0.05,1,0.9000000000000001,0.96,2,2,0.05,0.0,0.0
ieee9,199,1,3,0.05,3,0.9100000000000001,0.97,12,3,0.075,0.0,0.0
