update,mean_kl_from_pre_finetune,selected_action_changes,branch_survival_rate,unique_selected_actions,selected_actions,policy_distributions
11,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.2424636334180832, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.058807794004678726, 0.0, 0.0, 0.0, 0.0, 0.10933724045753479, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4471309185028076, 0.0, 0.0, 0.14226040244102478, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2736164629459381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05678386613726616, 0.0, 0.0, 0.0, 0.0, 0.12689928710460663, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38501667976379395, 0.0, 0.0, 0.15768367052078247, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.26148849725723267, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07019800692796707, 0.0, 0.0, 0.0, 0.0, 0.1506505012512207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3485105037689209, 0.0, 0.0, 0.16915254294872284, 0.0, 0.0, 0.0, 0.0]]"
12,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.22951287031173706, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.050805896520614624, 0.0, 0.0, 0.0, 0.0, 0.11724577844142914, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4648621082305908, 0.0, 0.0, 0.13757336139678955, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2549208104610443, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0498354472219944, 0.0, 0.0, 0.0, 0.0, 0.1361657828092575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4050917327404022, 0.0, 0.0, 0.15398626029491425, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.23789475858211517, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.061311449855566025, 0.0, 0.0, 0.0, 0.0, 0.15981946885585785, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37212085723876953, 0.0, 0.0, 0.16885346174240112, 0.0, 0.0, 0.0, 0.0]]"
13,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.22332997620105743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04486720263957977, 0.0, 0.0, 0.0, 0.0, 0.12109967321157455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48383063077926636, 0.0, 0.0, 0.12687253952026367, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.24520368874073029, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04463031515479088, 0.0, 0.0, 0.0, 0.0, 0.14159980416297913, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42210909724235535, 0.0, 0.0, 0.14645712077617645, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.22455017268657684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05486246943473816, 0.0, 0.0, 0.0, 0.0, 0.16590063273906708, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38872089982032776, 0.0, 0.0, 0.16596578061580658, 0.0, 0.0, 0.0, 0.0]]"
14,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.1905527114868164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03807132691144943, 0.0, 0.0, 0.0, 0.0, 0.09808705002069473, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5767477750778198, 0.0, 0.0, 0.0965411439538002, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.21037285029888153, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03765047341585159, 0.0, 0.0, 0.0, 0.0, 0.11460689455270767, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5234399437904358, 0.0, 0.0, 0.11392978578805923, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.19017808139324188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04541390761733055, 0.0, 0.0, 0.0, 0.0, 0.13123778998851776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5028865933418274, 0.0, 0.0, 0.13028362393379211, 0.0, 0.0, 0.0, 0.0]]"
15,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.1551259309053421, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03719281405210495, 0.0, 0.0, 0.0, 0.0, 0.08103826642036438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6451615691184998, 0.0, 0.0, 0.08148141205310822, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1743418276309967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.035943884402513504, 0.0, 0.0, 0.0, 0.0, 0.09531234204769135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5994148254394531, 0.0, 0.0, 0.09498714655637741, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1545761525630951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04360419884324074, 0.0, 0.0, 0.0, 0.0, 0.1063704788684845, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5864120721817017, 0.0, 0.0, 0.10903709381818771, 0.0, 0.0, 0.0, 0.0]]"
16,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.1279139518737793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04623287916183472, 0.0, 0.0, 0.0, 0.0, 0.09165012091398239, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.654323399066925, 0.0, 0.0, 0.07987970858812332, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.14412449300289154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04492805525660515, 0.0, 0.0, 0.0, 0.0, 0.11022018641233444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.607768177986145, 0.0, 0.0, 0.09295905381441116, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1308460235595703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.060888051986694336, 0.0, 0.0, 0.0, 0.0, 0.1371074616909027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5529307723045349, 0.0, 0.0, 0.11822771281003952, 0.0, 0.0, 0.0, 0.0]]"
17,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.11463050544261932, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0539935901761055, 0.0, 0.0, 0.0, 0.0, 0.11299598217010498, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6367594599723816, 0.0, 0.0, 0.08162052184343338, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.12888237833976746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05301613733172417, 0.0, 0.0, 0.0, 0.0, 0.13875451683998108, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5832573771476746, 0.0, 0.0, 0.09608957171440125, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.11945632100105286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07720478624105453, 0.0, 0.0, 0.0, 0.0, 0.18413637578487396, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4852244555950165, 0.0, 0.0, 0.13397803902626038, 0.0, 0.0, 0.0, 0.0]]"
18,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.1119856908917427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06670240312814713, 0.0, 0.0, 0.0, 0.0, 0.14964187145233154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5799686312675476, 0.0, 0.0, 0.0917014554142952, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1237541064620018, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06715613603591919, 0.0, 0.0, 0.0, 0.0, 0.186044842004776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5128219723701477, 0.0, 0.0, 0.1102229654788971, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.10948017239570618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10124261677265167, 0.0, 0.0, 0.0, 0.0, 0.23929528892040253, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3849963843822479, 0.0, 0.0, 0.16498547792434692, 0.0, 0.0, 0.0, 0.0]]"
19,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.11238164454698563, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0676623284816742, 0.0, 0.0, 0.0, 0.0, 0.1437888890504837, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5965035557746887, 0.0, 0.0, 0.07966357469558716, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1259041428565979, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06716396659612656, 0.0, 0.0, 0.0, 0.0, 0.1784256547689438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5361393094062805, 0.0, 0.0, 0.09236694127321243, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.11421622335910797, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1039583683013916, 0.0, 0.0, 0.0, 0.0, 0.2359563708305359, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40475890040397644, 0.0, 0.0, 0.1411101222038269, 0.0, 0.0, 0.0, 0.0]]"
20,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.11457982659339905, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04899119585752487, 0.0, 0.0, 0.0, 0.0, 0.13393612205982208, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6367669105529785, 0.0, 0.0, 0.06572595238685608, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.13451038300991058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04887160286307335, 0.0, 0.0, 0.0, 0.0, 0.16986073553562164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5715628862380981, 0.0, 0.0, 0.07519446313381195, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.13088515400886536, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07665266841650009, 0.0, 0.0, 0.0, 0.0, 0.23333854973316193, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.44500139355659485, 0.0, 0.0, 0.11412221193313599, 0.0, 0.0, 0.0, 0.0]]"
21,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.12142542004585266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03665844723582268, 0.0, 0.0, 0.0, 0.0, 0.14356385171413422, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6360759735107422, 0.0, 0.0, 0.06227629631757736, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.147493377327919, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.038862958550453186, 0.0, 0.0, 0.0, 0.0, 0.18595054745674133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5542833805084229, 0.0, 0.0, 0.07340977340936661, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.14669907093048096, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06189354881644249, 0.0, 0.0, 0.0, 0.0, 0.25310808420181274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4244408905506134, 0.0, 0.0, 0.11385840177536011, 0.0, 0.0, 0.0, 0.0]]"
22,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.13286694884300232, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03290252014994621, 0.0, 0.0, 0.0, 0.0, 0.16340148448944092, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6030274033546448, 0.0, 0.0, 0.06780167669057846, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1614457666873932, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03594987839460373, 0.0, 0.0, 0.0, 0.0, 0.20899219810962677, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5138514041900635, 0.0, 0.0, 0.07976076751947403, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.15926070511341095, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.057537201792001724, 0.0, 0.0, 0.0, 0.0, 0.27448925375938416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38587072491645813, 0.0, 0.0, 0.12284208089113235, 0.0, 0.0, 0.0, 0.0]]"
23,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.1522844433784485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02657545916736126, 0.0, 0.0, 0.0, 0.0, 0.1714075803756714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5889248847961426, 0.0, 0.0, 0.06080770492553711, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.18106769025325775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03025023266673088, 0.0, 0.0, 0.0, 0.0, 0.2163320630788803, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.49973031878471375, 0.0, 0.0, 0.0726197361946106, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.18086382746696472, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.047263968735933304, 0.0, 0.0, 0.0, 0.0, 0.27814242243766785, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3875226378440857, 0.0, 0.0, 0.10620720684528351, 0.0, 0.0, 0.0, 0.0]]"
24,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.17057420313358307, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02225613035261631, 0.0, 0.0, 0.0, 0.0, 0.17467975616455078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5771681070327759, 0.0, 0.0, 0.0553218312561512, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.19872918725013733, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026060666888952255, 0.0, 0.0, 0.0, 0.0, 0.2193153202533722, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48881977796554565, 0.0, 0.0, 0.06707503646612167, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.19965091347694397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0394212007522583, 0.0, 0.0, 0.0, 0.0, 0.27551278471946716, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3932889997959137, 0.0, 0.0, 0.09212608635425568, 0.0, 0.0, 0.0, 0.0]]"
25,0.00014276024012360722,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.17147408425807953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019997138530015945, 0.0, 0.0, 0.0, 0.0, 0.17373935878276825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5800042152404785, 0.0, 0.0, 0.05478517338633537, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1989535391330719, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023756494745612144, 0.0, 0.0, 0.0, 0.0, 0.22031709551811218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48878172039985657, 0.0, 0.0, 0.06819117069244385, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2005147486925125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03604801371693611, 0.0, 0.0, 0.0, 0.0, 0.2750771641731262, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3966737687587738, 0.0, 0.0, 0.09168622642755508, 0.0, 0.0, 0.0, 0.0]]"
