rollout_id,theta_test_id,sequence,y_obs,u_ctrl_prior,u_ctrl_final,u_req_true,posterior_mean_U,excess_control,safe_total,changed,reduced,increased
917,10,17 12,2.3913248 2.2366009,1.0,0.8,0.15,0.1633368283494288,0.65,True,True,True,False
918,3,17 16,1.8982797 3.0501904,1.0,1.0,0.5,0.5999999127580392,0.5,True,False,False,False
919,8,10 19,1.5395562 2.6176716,1.0,0.9,0.1,0.18986344546325748,0.8,True,True,True,False
920,9,4 17,2.4861123 1.5069614,1.0,1.0,0.35,0.36012946194863854,0.65,True,False,False,False
921,11,9 20,3.4468698 3.2828164,1.0,0.7,0.1,0.15633845831669607,0.6,True,True,True,False
922,8,15 14,1.4923602 2.5448569,1.0,0.9,0.1,0.3039877356447359,0.8,True,True,True,False
923,0,2 14,2.2848174 3.9817625,1.0,0.9,0.1,0.34474433887037736,0.8,True,True,True,False
924,11,27 6,1.2805677 1.5297288,1.0,0.6,0.1,0.1494145715440088,0.5,True,True,True,False
925,15,17 2,1.0651719 0.96958937,1.0,1.0,0.2,0.3500628287927806,0.8,True,False,False,False
926,12,0 3,1.9467683 3.7386699,1.0,0.6,0.6,0.1459741615700934,0.0,True,True,True,False
927,10,1 14,1.6416483 4.6278355,1.0,0.45,0.15,0.05000000734228924,0.30000000000000004,True,True,True,False
928,14,16 25,1.8808917 3.3220099,1.0,0.7,0.3,0.25080734336263605,0.39999999999999997,True,True,True,False
929,7,21 1,3.205718 3.8131395,1.0,1.0,0.6,0.5999999999999969,0.4,True,False,False,False
930,14,24 9,3.3990819 3.0584979,1.0,0.9,0.3,0.29761221646002917,0.6000000000000001,True,True,True,False
931,13,17 29,1.3129914 2.3242861,1.0,0.8,0.45,0.38396916816645504,0.35000000000000003,True,True,True,False
932,8,19 14,2.6176716 2.5448569,1.0,0.9,0.1,0.2187254470331973,0.8,True,True,True,False
933,11,9 2,3.4468698 0.96612327,1.0,0.8,0.1,0.2886664436186063,0.7000000000000001,True,True,True,False
934,11,3 28,3.0668441 3.4607645,1.0,0.9,0.1,0.30179053622260676,0.8,True,True,True,False
935,7,2 8,1.419378 4.6499279,1.0,1.0,0.6,0.2114618908532364,0.4,True,False,False,False
936,12,21 27,3.1444627 1.5657502,1.0,1.0,0.6,0.5999999923577373,0.4,True,False,False,False
937,15,2 10,0.96958937 3.0583384,1.0,0.8,0.2,0.3503367132214863,0.6000000000000001,True,True,True,False
938,11,18 23,3.3751984 3.244221,1.0,0.9,0.1,0.28169721312331797,0.8,True,True,True,False
939,12,15 3,2.1473652 3.7386699,1.0,0.6,0.6,0.1457472764681487,0.0,True,True,True,False
940,12,19 13,2.540901 3.6328081,1.0,0.9,0.6,0.12345128852249143,0.30000000000000004,True,True,True,False
941,7,24 21,6.5902003 3.205718,1.0,0.9,0.6,0.45,0.30000000000000004,True,True,True,False
942,7,16 29,3.4442912 6.9466067,1.0,0.9,0.6,0.45000000000000007,0.30000000000000004,True,True,True,False
943,13,12 2,1.2963715 1.2964327,1.0,1.0,0.45,0.34101832449735686,0.55,True,False,False,False
944,3,27 14,2.1542534 4.5622236,1.0,0.8,0.5,0.3500714613960919,0.30000000000000004,True,True,True,False
945,6,0 19,1.5863051 3.0413201,1.0,1.0,0.6,0.35930957703142924,0.4,True,False,False,False
946,13,10 1,1.9869409 3.0390604,1.0,0.9,0.45,0.44991464058127917,0.45,True,True,True,False
947,11,10 17,2.6819316 1.0618296,1.0,0.8,0.1,0.3484008211437863,0.7000000000000001,True,True,True,False
948,12,6 16,3.7258479 3.3188633,1.0,1.0,0.6,0.5999999999998757,0.4,True,False,False,False
949,0,27 18,3.1701605 3.2731853,1.0,0.45,0.1,0.05007267961055417,0.35,True,True,True,False
950,10,26 25,1.5146912 1.844417,1.0,0.7,0.15,0.10857927125295488,0.5499999999999999,True,True,True,False
951,0,11 27,1.465525 3.1701605,1.0,0.6,0.1,0.145426062821298,0.5,True,True,True,False
952,2,14 17,4.3070965 2.087905,1.0,0.7,0.3,0.30121204856109873,0.39999999999999997,True,True,True,False
953,2,24 13,4.5087008 3.622464,1.0,0.9,0.3,0.3114651898224977,0.6000000000000001,True,True,True,False
954,8,1 12,1.5181398 1.4301331,1.0,0.6,0.1,0.10027447372848901,0.5,True,True,True,False
955,13,18 2,3.4594536 1.2964327,1.0,0.7,0.45,0.2581886391677214,0.24999999999999994,True,True,True,False
956,7,2 17,1.419378 1.4676337,1.0,1.0,0.6,0.3657879815602293,0.4,True,False,False,False
957,5,25 24,1.7529302 2.4097074,1.0,0.9,0.25,0.42560202269055725,0.65,True,True,True,False
958,15,29 22,2.531939 1.1767174,1.0,1.0,0.2,0.3142493124154824,0.8,True,False,False,False
959,11,2 25,0.96612327 3.7397107,1.0,0.8,0.1,0.34999989984217567,0.7000000000000001,True,True,True,False
960,5,9 22,2.1497084 2.6839007,1.0,0.6,0.25,0.1497106467122069,0.35,True,True,True,False
961,3,28 2,7.2500149 1.7110883,1.0,0.45,0.5,0.05000091572659396,-0.04999999999999999,False,True,True,False
962,1,2 6,1.7565347 1.5548587,1.0,0.6,0.1,0.1461611559975541,0.5,True,True,True,False
963,4,29 26,2.4823531 2.0967598,1.0,0.8,0.4,0.40000094853018814,0.4,True,True,True,False
964,6,2 24,1.2528591 3.1357686,1.0,1.0,0.6,0.46725414173968544,0.4,True,False,False,False
965,15,5 14,2.8911781 2.3856827,1.0,0.6,0.2,0.15092423956448267,0.39999999999999997,True,True,True,False
966,12,1 0,3.7728147 1.9467683,1.0,1.0,0.6,0.5999999999999998,0.4,True,False,False,False
967,6,20 15,1.6499857 1.7101656,1.0,1.0,0.6,0.3430158347875511,0.4,True,False,False,False
968,3,29 8,5.097029 6.6075995,1.0,0.8,0.5,0.34999998528602705,0.30000000000000004,True,True,True,False
969,15,5 4,2.8911781 2.1479588,1.0,0.7,0.2,0.17090400787852517,0.49999999999999994,True,True,True,False
970,1,12 5,1.764631 2.1584526,1.0,0.9,0.1,0.298243538157629,0.8,True,True,True,False
971,14,13 14,4.5510903 3.1452859,1.0,0.8,0.3,0.33365832625465947,0.5,True,True,True,False
972,6,23 8,3.6139497 3.4390135,1.0,0.8,0.6,0.19189582892750517,0.20000000000000007,True,True,True,False
973,7,7 3,1.2963933 4.8675677,1.0,0.7,0.6,0.3055219902160622,0.09999999999999998,True,True,True,False
974,4,10 9,1.1538772 2.1220022,1.0,0.7,0.4,0.15713274608591957,0.29999999999999993,True,True,True,False
975,4,10 12,1.1538772 1.4623382,1.0,0.9,0.4,0.34313952169811895,0.5,True,True,True,False
976,8,17 11,1.4984699 1.6527219,1.0,0.5,0.1,0.10378129130071115,0.4,True,True,True,False
977,11,3 10,3.0668441 2.6819316,1.0,0.7,0.1,0.3000000308005313,0.6,True,True,True,False
978,10,14 23,4.6278355 3.5458288,1.0,0.9,0.15,0.4499999999996665,0.75,True,True,True,False
979,2,27 17,2.5557732 2.087905,1.0,0.45,0.3,0.050008542417762855,0.15000000000000002,True,True,True,False
980,15,22 23,1.1767174 3.526414,1.0,0.9,0.2,0.40237068076364146,0.7,True,True,True,False
981,13,27 7,1.5930907 1.3149995,1.0,1.0,0.45,0.34884985394900303,0.55,True,False,False,False
982,9,19 29,2.6251456 2.8743389,1.0,0.9,0.35,0.22496742086422553,0.55,True,True,True,False
983,10,16 19,1.405529 4.8576873,1.0,0.45,0.15,0.050000000045387655,0.30000000000000004,True,True,True,False
984,5,13 15,6.3959038 1.4235519,1.0,0.8,0.25,0.3500000000001044,0.55,True,True,True,False
985,13,13 25,3.3278181 2.523836,1.0,0.8,0.45,0.37831711818921887,0.35000000000000003,True,True,True,False
986,0,17 16,2.4771922 1.5104831,1.0,0.6,0.1,0.13131495890253037,0.5,True,True,True,False
987,5,17 12,2.4592839 2.4568679,1.0,0.8,0.25,0.27975560029810687,0.55,True,True,True,False
988,14,20 19,2.9552294 3.2144959,1.0,0.8,0.3,0.3094206051997448,0.5,True,True,True,False
989,8,10 2,1.5395562 1.4873224,1.0,0.9,0.1,0.28480004367990547,0.8,True,True,True,False
990,5,13 2,6.3959038 2.2900251,1.0,0.45,0.25,0.050000001919773024,0.2,True,True,True,False
991,6,4 22,2.8619442 1.4365868,1.0,1.0,0.6,0.4660071318669242,0.4,True,False,False,False
992,9,29 22,2.8743389 1.6792478,1.0,0.9,0.35,0.3839397272014308,0.55,True,True,True,False
993,13,12 3,1.2963715 3.2291653,1.0,0.9,0.45,0.27408501450399597,0.45,True,True,True,False
994,12,27 12,1.5657502 1.0955735,1.0,1.0,0.6,0.35451278915032314,0.4,True,False,False,False
995,4,9 21,2.1220022 2.5435389,1.0,0.8,0.4,0.4000463448864466,0.4,True,True,True,False
996,5,18 8,6.4712684 6.3169841,1.0,0.8,0.25,0.3498899443859194,0.55,True,True,True,False
997,10,22 21,2.4626503 1.5515393,1.0,0.6,0.15,0.0923563840948495,0.44999999999999996,True,True,True,False
998,1,12 10,1.764631 2.1475857,1.0,1.0,0.1,0.20333154426287373,0.9,True,False,False,False
999,10,21 5,1.5515393 1.550303,1.0,0.7,0.15,0.10763789149126751,0.5499999999999999,True,True,True,False
