system,particle_count,support_seed,history_id,history_step,theta_id,selection_rule,ESS,normalized_ESS,max_weight,top1_mass,top5_mass,top10_mass,posterior_entropy,n_nonnegligible,weight_threshold,degeneracy_flag,u_cont,u_ctrl,u_quantile
ieee9,128,101,0,0,0,"permute(master,101)[:128]",128.0,1.0,0.0078125,0.0078125,0.0390625,0.078125,4.852030263919617,128,1e-06,stable_support,1.1400000000000001,1.2,0.24
ieee9,2048,101,0,1,0,"permute(master,101)[:2048]",773.6522765227008,0.37775990064585,0.0018014763669810588,0.0018014763669810588,0.009007298708610006,0.018013922422250528,6.791717995232569,1549,1e-06,stable_support,0.9,0.96,0.0
ieee9,1024,101,0,1,0,"permute(master,101)[:1024]",386.3577019169575,0.37730244327827883,0.0036356173792004955,0.0036356173792004955,0.018177834808289047,0.03634092787478047,6.0979995943312115,793,1e-06,stable_support,0.9,0.96,0.0
ieee9,512,101,0,1,0,"permute(master,101)[:512]",191.9638909470715,0.374929474505999,0.007209463536136005,0.007209463536136005,0.03602026230019492,0.07194826147994435,5.4009622309010155,409,1e-06,stable_support,0.9,0.96,0.0
ieee9,256,101,0,1,0,"permute(master,101)[:256]",98.68215321271668,0.38547716098717455,0.013548644320817363,0.013548644320817363,0.0676451075054853,0.13475333748747811,4.721695560690581,210,1e-06,stable_support,0.9,0.96,0.0
ieee9,128,101,0,1,0,"permute(master,101)[:128]",48.8812727590174,0.38188494342982343,0.02671036083577556,0.02671036083577556,0.13318454623550455,0.26451766659193104,4.015155377849943,111,1e-06,stable_support,0.9,0.96,0.0
ieee9,2048,101,0,2,0,"permute(master,101)[:2048]",56.37625108173758,0.027527466348504677,0.03526951138729148,0.03526951138729148,0.1650288798329721,0.30023706846016707,4.3433438067548265,282,1e-06,severe_degeneracy,1.06,1.12,0.16
ieee9,1024,101,0,2,0,"permute(master,101)[:1024]",31.09734788956302,0.030368503798401388,0.06714626993639675,0.06714626993639675,0.28174919104668794,0.4744218635757991,3.7543740970156687,158,1e-06,severe_degeneracy,0.9,0.96,0.0
ieee9,512,101,0,2,0,"permute(master,101)[:512]",16.912739313793047,0.033032693972252045,0.10392380730007227,0.10392380730007227,0.43606962330182586,0.7098980277601472,3.0998366302627978,81,1e-06,severe_degeneracy,0.9,0.96,0.0
ieee9,256,101,0,2,0,"permute(master,101)[:256]",11.487562717526156,0.04487329186533655,0.15340064943689072,0.15340064943689072,0.5632086669466161,0.8530504252467623,2.6673185450441412,50,1e-06,severe_degeneracy,0.9,0.96,0.0
